item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Mangga,tropical,Freezer,16,14.0,Fresh
Kunyit,Akar-akaran,Chiller,8,22.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,2,12.0,Fresh
Anggur,Temperate Fruit,Freezer,16,14.0,Fresh
Nanas,Tropical Fruit,Chiller,1,6.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,34,26.0,Fresh
Semangka,Buah Tropis,Freezer,2,28.0,Fresh
Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Kiwi,Temperate Fruit,Freezer,0,60.0,Fresh
Sawi,,Outside,1,0.0,Expired
Cabai Rawit,CHILI,Freezer,11,49.0,
Lemon,Citric Fruit,Freezer,65,-5.0,Expired
Mangga,Tropical Fruit,Outside,0,5.0,Fresh
Bayam,Leafy Vegetable,Freezer,3,27.0,segar
Melon,Buah Tropis,Outside,2,3.0,Soon
Kiwi,Temperate Fruit,Freezer,10,50.0,Fresh
Paprika,Chili Pepper,Outside,3,2.0,Soon
Pepaya,Tropical Fruit,Chiller,0,7.0,Fresh
Pisang,Tropical Fruit,,0,5.0,Fresh
Semangka,tropical,Outside,2,5.0,Fresh
Cabai Rawit,Chili Pepper,Outside,4,0.0,Expired
Mangga,Tropical Fruit,Freezer,38,-8.0,Expired
  Pepaya  ,Tropical Fruit,Suhu Ruangan,1,3.0,Soon
Kol,Sayur Daun,freezer,,-7.0,Expired
Kol,Leafy Vegetable,Outside,3,0.0,Expired
  Pisang  ,Tropical Fruit,Outside,3,0.0,Expired
Pisang,Tropical Fruit,Chiller,4,1.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,,0.0,Expired
Raspberry,Berry,Freezer,27,-6.0,EXPIRED
Mangga,Tropical Fruit,Chiller,3,4.0,Fresh
Kol,Leafy Vegetable,Freezer,6,24.0,Fresh
Jeruk Bali,Citric Fruit,Outside,9,5.0,Fresh
Cabai Rawit,Chili Pepper,room temp,2,2.0,Soon
Alpukat ,Tropical Fruit,Outside,3,-999.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,29,31.0,Fresh
Kol,Leafy Vegetable,Outside,1,2.0,Soon
Brokoli,Leafy Vegetable,Outside,-5,2.0,Soon
Kangkung,Leafy Vegetable,Chiller,5,-1.0,Expired
Singkong,,Freezer,2 hari,28.0,Fresh
Singkong,,Outside,9999,2.0,warning
Anggur,Buah Sedang,Freezer,27,3.0,Soon
Jeruk,Citric Fruit,Freezer,70,,Expired
Jeruk Nipis,Citric Fruit,Freezer,62,-2.0,Expired
Kunyit,Root Vegetable,Chiller,3,27.0,Fresh
Lemon,Citric Fruit,Outside,9,-2.0,Expired
Jeruk Nipis,,Chiller,5,9.0,Fresh
	Bawang Putih,Root Veg,Outside,34,11.0,Fresh
Sawi,Leafy Vegetable,Chiller,5,0.0,Expired
Semangka,Tropical Fruit,Chiller,13,-3.0,Expired
Paprika,,Outside,4,9999.0,Soon
Seledri,LEAFY VEGETABLE,Freezer,16 hari,5.0,Fresh
Semangka,Tropical Fruit,Refrigerator,6,,Fresh
Cabai Merah,Chili Pepper,,0,5.0,fresh
Bayam,Sayur Daun,Outside,1,0.0,Expired
Jeruk Bali,Citric Fruit,Outside,18,-4.0,Expired
Melon,Tropical Fruit,Chiller,9,-2.0,Expired
Nanas,,Outside,2,3.0,Soon
Nanas,Tropical Fruit,freezer,35,-5.0,Expired
Jeruk,Citric Fruit,Outside,9,-2.0,Expired
Bawang Merah,Root Vegetable,Room Temp,39,-9.0,Expired
Stroberi,,Freezer,32,-2.0,Expired
Pakcoy,,beku,19,2.0,Soon
Alpukat,Tropical Fruit,Kulkas,3,4.0,Fresh
Kunyit,Root Vegetable,Chiller,32,-2.0,basi
Stroberi,Berry,Outside,2,0.0,Expired
Wortel,Root Vegetable,,16,5.0,Segar
Ubi Jalar,Root Vegetable,Freezer,53,37.0,Fresh
Jeruk Bali,CITRIC,Chiller,24,6.0,Fresh
Selada,Leafy Vegetable,Chiller,5,2.0,Soon
Bawang Merah,Root Vegetable,Freezer,222,-42.0,Expired
Sawi,Leafy Vegetable,Freezer,0,30.0,Fresh
Melon,Tropical Fruit,,4,1.0,Soon
Paprika,Chili Pepper,Chiller,8,6.0,Fresh
Raspberry,Berries,Freezer,16,,Fresh
Kangkung,Leafy Vegetable,Chiller,,2.0,Soon
Semangka,Tropical Fruit,Freezer,17,13.0,Fresh
Bayam,Leafy Vegetable,Freezer,9 hari,21.0,ok
Melon,Tropical Fruit,Chiller,9,-2.0,Expired
Bawang Merah,,Outside,33,-3.0,Expired
Cabai Rawit,Chili Pepper,refrigerator,11,-1.0,Basi
Bayam,Leafy Vegetable,Chiller,2,3.0,Soon
Kentang,Root Vegetable,Outside,18,-4.0,
Semangka,tropical fruit,Kulkas,13,,Expired
Anggur,Temperate Fruit,Freezer,37,-7.0,Expired
Blueberry,Berry,Outside,2,0.0,Expired
Bawang Merah,Root Vegetable,Chiller,71,-11.0,Expired
Selada,Sayur Daun,Chiller,9,-2.0,Expired
Pear,Temperate,Outside,6,-1.0,Expired
MANGGA,Tropical Fruit,Chiller,6,1.0,warning
Kunyit,Root Vegetable,Outside,9 hari,5.0,Fresh
Bawang Putih,Sayur Akar,Outside,30,15.0,Fresh
Pepaya,Tropical Fruit,Freezer,1,29.0,Fresh
Seledri,Leafy Vegetable,kulkas,4,3.0,Soon
Mangga,Tropis,Outside,5,0.0,expired
Bawang Merah,root vegetable,Chiller,11,,Fresh
Pisang,Tropical Fruit,Freezer,28,2.0,Soon
Cabai Rawit,Chili Pepper,Beku,14,46.0,Fresh
Semangka,Tropical Fruit,Outside,8,-1.0,Dead
	Jeruk Bali,Citric Fruit,Freezer,15 hari,45.0,Fresh
Anggur,Temperate Fruit,Freezer,10,20.0,Fresh
Nanas,Buah Tropis,Chiller,4,3.0,Soon
Pisang,Tropical Fruit,Outside,3,0.0,kadaluarsa
Semangka,Tropical Fruit,Freezer,24,6.0,Fresh
Nanas,Tropical Fruit,Outside,0 hari,5.0,Fresh
Jeruk,Citric Fruit,Chiller,19,2.0,Soon
Jahe,Sayur Akar,Freezer,35,55.0,Fresh
Pepaya,Tropical Fruit,Outside,5 hari,-1.0,Expired
Selada,Leafy Vegetable,Chiller,9,-2.0,Expired
Brokoli,,room temp,0,2.0,Soon
Ubi Jalar,Root Vegetable,,16,-2.0,Expired
Bawang Merah,Akar-akaran,Outside,17,13.0,Fresh
Apel,Temperate Fruit,Chiller,22,-1.0,Expired
Kiwi,Temperate Fruit,Freezer,70,-10.0,Expired
Bawang Putih,Root Vegetable,Freezer,205,-25.0,Expired
Kiwi,Temperate Fruit,Chiller,12,2.0,Soon
Seledri,Leafy Vegetable,Outside,0,2.0,Soon
	Stroberi,Beri,Freezer,38,-8.0,Expired
Nanas,Tropical Fruit,,37,-7.0,Expired
Melon,Tropical Fruit,Freezer,11,19.0,Fresh
Jeruk Bali,Citric Fruit,Outside,6,8.0,Fresh
Cabai Merah,Chili Pepper,Chiller,6,8.0,Fresh
Jeruk Nipis,Citric Fruit,Luar,1,6.0,Fresh
Apel,Temperate Fruit,Freezer,81,9.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,4,10.0,Fresh
Paprika,Chili Pepper,Chiller,5,9.0,OK
Bawang Merah,Root Vegetable,Outside,12,18.0,Fresh
Cabai Merah,Chili Pepper,Freezer,69,-9.0,Expired
Kol,Leafy Vegetable,freezer,25,5.0,Fresh
Wortel,root vegetable,Freezer,74,16.0,Fresh
TOMAT,Tropical Fruit,Chiller,17,-3.0,Expired
Semangka,Tropical Fruit,Freezer,23,7.0,Fresh
Alpukat,Tropical Fruit,Chiller,5 hari,2.0,Warning
Melon,Tropical Fruit,,5,25.0,
Lemon,,beku,38,22.0,Segar
Anggur,Temperate Fruit,fridge,2,5.0,Fresh
Jeruk,Citric Fruit,Chiller,17,4.0,Fresh
Anggur,temperate fruit,Outside,2,,warning
Tomat,Tropis,Outside,3,2.0,Soon
Jeruk Nipis,Citric Fruit,Outside,3,4.0,OK
Pisang,tropical,Outside,3,0.0,Expired
Lemon,Citric Fruit,Chiller,3,18.0,Fresh
Kunyit,,Chiller,,28.0,Fresh
Nanas,Tropical Fruit,Freezer,2 hari,28.0,Fresh
Singkong,Root Vegetable,Freezer,15,15.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,15,-1.0,Expired
Bayam,Leafy Vegetable,Freezer,19,11.0,FRESH
Singkong,Root Vegetable,Chiller,2,5.0,Fresh
Apel,Temperate Fruit,Outside,9,,Expired
Jahe,Root Vegetable,Freezer,81,9.0,Fresh
Wortel,Root Vegetable,Chiller,1 hari,20.0,Fresh
Kunyit,Root Vegetable,Chiller,33,-3.0,Expired
Kangkung,Leafy Vegetable,Chiller,4,0.0,Expired
Nanas,Tropical Fruit,Freezer,17,13.0,Fresh
Mangga,Tropical Fruit,Room Temp,0,5.0,FRESH
Bawang Putih,Root Vegetable,Chiller,107,-17.0,Expired
Bawang Merah,Root Vegetable,Freezer,153,27.0,Fresh
Pepaya,,Freezer,1 hari,29.0,Fresh
Raspberry,Berry,Freezer,15,6.0,Segar
Kunyit,,Chiller,30,0.0,Expired
Tomat,Tropical Fruit,beku,31,29.0,Fresh
Kol,Leafy Vegetable,Freezer,4,26.0,
Kunyit,Root Vegetable,,2,28.0,Fresh
Stroberi,Berry,Chiller,4,1.0,Soon
Sawi,Leafy Vegetable,Outside,1,0.0,Expired
Pepaya,Tropical Fruit,Chiller,7,0.0,EXPIRED
Pepaya,Tropical Fruit,Outside,3,1.0,Segera
Stroberi,Berry,Outside,1,1.0,Soon
Pakcoy,Leafy Vegetable,Chiller,0,5.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,7,3.0,Soon
Ubi Jalar,Root Vegetable,freezer,82,8.0,Fresh
Tomat,tropical fruit,Chiller,8,6.0,Fresh
Kentang,Root Vegetable,,10,4.0,OK
Bawang Merah,Root Vegetable,Chiller,11,49.0,Fresh
Pear,Temperate Fruit,Freezer,26,34.0,Fresh
Raspberry,Berry,Freezer,16,5.0,Fresh
  Brokoli  ,Leafy Vegetable,,10,,kadaluarsa
Tomat,Tropical Fruit,beku,31,29.0,Fresh
	Jeruk Bali,Citric Fruit,Outside,1,13.0,Fresh
Kentang,Root Vegetable,Freezer,110,-20.0,Expired
Kiwi,Temperate Fruit,Freezer,41,19.0,Fresh
Semangka,Tropical Fruit,Outside,1,6.0,Fresh
Sawi,Leafy Vegetable,Freezer,8,22.0,fresh
KIWI,Temperate Fruit,Outside,6,-1.0,Expired
Jeruk Nipis,Citric Fruit,Outside,8,-1.0,Expired
Mangga,Tropical Fruit,Suhu Ruangan,1,4.0,Fresh
Jeruk Bali,,Freezer,,27.0,Fresh
 Blueberry,Berry,Freezer,5,25.0,Fresh
Lemon,Buah Citrus,Chiller,0,21.0,
Stroberi,berry,Freezer,7,23.0,OK
  Pepaya  ,Tropical Fruit,Chiller,5,2.0,hampir
Semangka,Tropical Fruit,Freezer,17,13.0,Fresh
Cabai Merah,Chili Pepper,Chiller,,10.0,Fresh
Bawang Putih,Sayur Akar,Chiller,26,64.0,Fresh
Bawang Merah,Root Vegetable,Freezer,136,44.0,Fresh
Bayam,Leafy Vegetable,Chiller,6,-1.0,Expired
Bawang Putih,Root Vegetable,Chiller,79,11.0,segar
Kol,Leafy Vegetable,Freezer,6,24.0,Fresh
Pakcoy,Leafy Vegetable,Chiller,2,3.0,Soon
Kangkung,Leafy Vegetable,Outside,0,1.0,Soon
Brokoli,Daun-daunan,Outside,2,0.0,Expired
Selada,Leafy Vegetable,Outside,0,2.0,Soon
Melon,Tropical Fruit,Chiller,7,0.0,Expired
Anggur,,Chiller,0,7.0,Fresh
Raspberry,Berry,Outside,0,2.0,Soon
Apel,TEMPERATE,Chiller,27,-6.0,Expired
Pisang,Tropical Fruit,Chiller,6,-1.0,Expired
Pear,Temperate,Chiller,1,13.0,Fresh
Raspberry,Berry,Chiller,1,4.0,Fresh
Seledri,Leafy Vegetable,frozen,7,14.0,Fresh
Selada,Leafy Vegetable,Chiller,4,3.0,Soon
Cabai Rawit,Chili Pepper,suhu ruangan,5,-1.0,
Paprika,Chili Pepper,Chiller,13,1.0,Soon
Kiwi,Temperate Fruit,Freezer,16,44.0,Fresh
 Ubi Jalar,Root Vegetable,outside,5,9.0,Fresh
Kol,leafy vegetable,Outside,3,0.0,Expired
Bayam,Leafy Vegetable,Freezer,27,3.0,Soon
Pakcoy,Leafy Vegetable,Freezer,8,13.0,Fresh
Pepaya,Tropical Fruit,Freezer,12,18.0,Fresh
Blueberry,Berry,Freezer,34,-4.0,Expired
Raspberry,Berry,beku,,21.0,
Paprika,Chili Pepper,Outside,0 hari,5.0,Fresh
Pear,temperate fruit,Outside,4,1.0,Soon
Seledri,Leafy Vegetable,Chiller,6,1.0,Soon
Tomat,Tropical Fruit,Freezer,8,52.0,Fresh
Semangka,Tropical Fruit,Outside,3,4.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,0,7.0,Fresh
Cabai Merah,Cabai,Chiller,17,-3.0,Expired
Lemon,Citric Fruit,Freezer,65,-5.0,Expired
Paprika,Chili Pepper,Chiller,2,12.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,70,20.0,Fresh
  Semangka  ,tropical,Outside,2,5.0,Fresh
Singkong,Root Vegetable,Outside,1,,
Brokoli,Leafy Vegetable,Chiller,1000,-1.0,Expired
Alpukat,Tropical Fruit,,-1,12.0,Fresh
Alpukat,Tropical Fruit,Suhu Ruangan,0,3.0,Soon
Seledri,Leafy Vegetable,Chiller,2,5.0,Fresh
	Kangkung,Leafy Vegetable,Freezer,14,16.0,Fresh
Kentang,Root Vegetable,Chiller,1000,19.0,Fresh
Selada,Leafy Vegetable,Outside,2,0.0,Expired
Pepaya,Tropical Fruit,Freezer,3,27.0,Fresh
Semangka,Tropical Fruit,Freezer,15 hari,15.0,Fresh
Jeruk,Citric Fruit,Chiller,23,-2.0,Expired
	Jeruk Nipis,Citric Fruit,Chiller,5,9.0,Fresh
Cabai Merah,Chili Pepper,Freezer,49,11.0,Fresh
	Kiwi,Temperate Fruit,Chiller,5,9.0,Fresh
Pisang,Tropical Fruit,Outside,1,2.0,Soon
Nanas,Tropical Fruit,Freezer,36,-6.0,Expired
Melon,Tropical Fruit,Chiller,3,4.0,FRESH
Pakcoy,,Freezer,18,3.0,Soon
Jeruk Bali,Citric Fruit,beku,,26.0,Fresh
 Pear,Temperate Fruit,Chiller,18,-4.0,Expired
Wortel,Root Vegetable,Chiller,2,19.0,Fresh
 Jeruk,Citric Fruit,Freezer,36 hari,24.0,Fresh
Apel,Temperate Fruit,Outside,0,7.0,segar
Kunyit,Root Vegetable,Chiller,0,30.0,Fresh
  Pepaya  ,Tropical Fruit,Freezer,36,-6.0,Expired
Kol,Leafy Vegetable,Outside,1,2.0,Soon
kol,Leafy Vegetable,Chiller,14,0.0,Expired
Semangka,Tropical Fruit,Freezer,14,16.0,Fresh
Jeruk,Citric Fruit,Outside,6,1.0,Hampir
Alpukat,Tropical Fruit,,6,1.0,Soon
Cabai Merah,,Outside,0,5.0,Fresh
Kentang,,,28,2.0,warning
Lemon,Citric Fruit,Chiller,9,12.0,Fresh
Lemon,,Outside,4,3.0,Soon
Paprika,chili,Chiller,10,4.0,Fresh
Blueberry,Berry,Chiller,3,4.0,FRESH
Raspberry,Berry,Chiller,3,2.0,Soon
Jeruk,Citric Fruit,Freezer,41,19.0,Fresh
Nanas,Tropical Fruit,Outside,3,-50.0,Soon
Ubi Jalar,Root Vegetable,Chiller,15,15.0,Fresh
Seledri,Leafy Vegetable,Chiller,8,-1.0,
Bawang Merah,Sayur Akar,Chiller,15,45.0,Fresh
Kentang,Root Vegetable,Outside,7,7.0,Fresh
CABAI MERAH,Chili Pepper,Freezer,60,0.0,Expired
Cabai Merah,Cabe,Outside,4,1.0,Warning
Tomat,Tropical Fruit,Chiller,3,11.0,Fresh
Cabai Rawit,CHILI,Beku,57,3.0,Soon
Jeruk Nipis,Citrus,,7,0.0,Expired
Kunyit,Root Vegetable,Freezer,87,3.0,Soon
Wortel,Root Vegetable,,9,12.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,25,-4.0,expired
Cabai Rawit,Chili Pepper,Chiller,1,,
Nanas,Tropical Fruit,Chiller,8,-1.0,Expired
Stroberi,Berry,room temp,,1.0,Soon
Paprika,Chili Pepper,Chiller,7,7.0,Fresh
Tomat,Tropical Fruit,Chiller,3,11.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,5,2.0,Soon
Selada,Leafy Vegetable,Freezer,37,,Expired
Kol,Leafy Vegetable,Suhu Ruangan,0,3.0,Soon
Cabai Rawit ,Chili Pepper,Outside,2,2.0,Soon
Jeruk Bali,Citric Fruit,Outside,8,6.0,Fresh
Seledri,Leafy Vegetable,Chiller,9,-2.0,Expired
Seledri,Leafy Vegetable,outside,0,2.0,Soon
Brokoli,Leafy Vegetable,room temp,2,0.0,Expired
Anggur,Temperate Fruit,Luar,3,0.0,Expired
Jeruk,Citric Fruit,Chiller,11,10.0,Fresh
	Kiwi,Temperate Fruit,Chiller,13 hari,1.0,Soon
Jahe,Sayur Akar,Chiller,19,11.0,Fresh
Wortel,Root Vegetable,Freezer,70,20.0,Fresh
Pear,Temperate Fruit,Outside,3,2.0,Soon
Ubi Jalar,Root Vegetable,Freezer,,33.0,Fresh
Nanas,tropical fruit,Freezer,28,2.0,Soon
Nanas,Tropical Fruit,Freezer,,21.0,Fresh
Jeruk,Citric Fruit,Freezer,17,43.0,Fresh
Melon,Tropical Fruit,Freezer,3,27.0,Fresh
MANGGA,Tropical Fruit,Chiller,9,-2.0,Expired
Kol,Leafy Vegetable,Freezer,16,14.0,Fresh
Kangkung,Leafy Vegetable,Freezer,39,-9.0,
Kunyit,Root Vegetable,freezer,36,54.0,Fresh
Anggur,temperate fruit,Chiller,4,3.0,Segera
Bayam,Leafy Vegetable,Freezer,37,-7.0,Expired
	Sawi,,suhu ruangan,1,0.0,Expired
	Paprika,Chili Pepper,room temp,2,3.0,Soon
Brokoli,Leafy Vegetable,Chiller,2,8.0,OK
Brokoli,,Outside,1,,Soon
Singkong,Root Vegetable,Outside,1,2.0,Soon
Kiwi,Temperate Fruit,Chiller,3,11.0,Fresh
Blueberry,Berry,Freezer,0,30.0,OK
CABAI RAWIT,Chili Pepper,Outside,2,2.0,Soon
Bawang Merah,Root Vegetable,Outside,36,-6.0,Expired
Brokoli,,Chiller,1,9.0,Fresh
Sawi,Leafy Vegetable,Chiller,1,4.0,Fresh
Cabai Merah,Chili Pepper,FREEZER,66,-6.0,Expired
	Sawi,Leafy Vegetable,,5,0.0,Expired
Kunyit,Root Vegetable,Freezer,13,77.0,Fresh
Brokoli,Leafy Vegetable,Chiller,0,10.0,Fresh
Pepaya,Tropical Fruit,OUTSIDE,5,-1.0,Expired
Pisang,Tropical Fruit,Freezer,16,14.0,Fresh
Apel,Temperate Fruit,Chiller,6,15.0,segar
Apel,Temperate Fruit,Outside,2,5.0,Fresh
Apel,Temperate Fruit,Freezer,23,67.0,Fresh
Singkong,Root Vegetable,Freezer,24,6.0,Fresh
Sawi,Leafy Vegetable,Chiller,2,3.0,Soon
Mangga,Tropical Fruit,Freezer,13,17.0,Fresh
Alpukat,Tropical Fruit,Freezer,2,28.0,Fresh
 Kol,Leafy Vegetable,fridge,18,-4.0,Expired
Cabai Merah,Chili Pepper,Freezer,48,12.0,Fresh
Jeruk Bali,Citric Fruit,Outside,4,10.0,Fresh
Semangka,,Chiller,7,3.0,Soon
Selada,Leafy Vegetable,Outside,2,0.0,Expired
Cabai Merah,Chile,Outside,0,5.0,
Bayam,Leafy Vegetable,Outside,,0.0,Expired
Ubi Jalar,Root Vegetable,Chiller,31,,Expired
Pisang,Tropical Fruit,Chiller,6,-1.0,Expired
Raspberry,Berry,Freezer,,6.0,Fresh
kangkung,Leafy Vegetable,Outside,1,0.0,Dead
Lemon,Citric Fruit,Freezer,36,24.0,Fresh
Jeruk,Citric Fruit,frzer,42,18.0,Fresh
Tomat,Tropical Fruit,Chiller,5,9.0,Fresh
Pepaya,Tropical Fruit,FREEZER,39,-9.0,Expired
Jeruk Bali,Citric Fruit,Freezer,30,30.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,,5.0,Fresh
Apel,TEMPERATE,Outside,6 hari,1.0,Soon
Jeruk Nipis,Citric Fruit,Outside,5,2.0,Soon
Semangka,Tropical Fruit,Freezer,37,-7.0,Expired
Pepaya,Tropical Fruit,,7,0.0,Expired
Melon,Tropical Fruit,Outside,5,0.0,Expired
Jeruk Nipis,Citric Fruit,Outside,1,6.0,Fresh
Bawang Merah,Root Vegetable,room temp,15,15.0,Fresh
Kentang,Root Vegetable,Freezer,9,81.0,Fresh
Nanas,Tropical Fruit,Outside,0,5.0,Fresh
Sawi,Leafy Vegetable,Chiller,5,0.0,Expired
Pepaya,Tropical Fruit,Freezer,27,3.0,Soon
Lemon,Citric Fruit,Outside,9,-2.0,Expired
Stroberi,Berry,Chiller,1,4.0,fresh
Tomat,Tropical Fruit,Freeze,50,10.0,FRESH
Bawang Merah,Root Vegetable,Freeze,229,-49.0,Expired
Pakcoy,Leafy Vegetable,Outside,0,1.0,Soon
Lemon,Citric Fruit,frzer,22,38.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,14,9999.0,Fresh
Blueberry,Berry,Freezer,13,17.0,Fresh
Mangga,Tropical Fruit,Freezer,36,-6.0,Expired
Jeruk,Citric Fruit,Chiller,25,-4.0,
Nanas,Tropical Fruit,Outside,1,4.0,Fresh
Apel,Temperate Fruit,Chiller,14,7.0,Fresh
Kentang,Root Vegetable,chiller,6,24.0,Fresh
Pisang,Tropical Fruit,Chiller,4,1.0,Soon
Kol,Leafy Veg,,2,1.0,Warning
Sawi,LEAFY VEGETABLE,refrigerator,2,3.0,
Ubi Jalar,Sayur Akar,Chiller,26,4.0,Fresh
Seledri,Leafy Vegetable,outside,,0.0,Expired
Blueberry,Berry,Chiller,5,2.0,
Paprika,Chile,Outside,1,4.0,Fresh
Melon,Tropical Fruit,Freezer,10,20.0,Fresh
Kol,Leafy Vegetable,Freezer,28,2.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,23,37.0,Fresh
Kentang,Root Vegetable,room temp,15,-1.0,kadaluarsa
Selada,Leafy Vegetable,beku,11,19.0,Fresh
Jahe,Root Vegetable,Outside,9,5.0,Fresh
Cabai Merah,Chili Pepper,Freezer,6,54.0,Fresh
Singkong,Root Vegetable,Freezer,17,13.0,FRESH
Blueberry ,,Beku,19,11.0,Fresh
Anggur,Temperate Fruit,Suhu Ruangan,1,2.0,Soon
Raspberry,Berry,Outside,0 hari,2.0,Soon
 Pear,Temperate,Chiller,2,12.0,Fresh
Kangkung,Leafy Vegetable,Freezer,16,14.0,Fresh
Lemon,Citric Fruit,Chiller,1,20.0,Fresh
Raspberry,Berry,frzer,17,4.0,OK
Wortel,Root Vegetable,Chiller,19,2.0,Soon
Apel,Temperate Fruit,Outside,1,6.0,Fresh
Raspberry,Berry,Outside,2,0.0,kadaluarsa
Jahe,Root Vegetable,Chiller,11,19.0,
Bawang Putih,,Chiller,98,-8.0,Expired
Jahe,Root Vegetable,Outside,17,-3.0,Expired
Melon,,Chiller,6,1.0,Soon
Kiwi,Temperate Fruit,Freezer,43,17.0,Fresh
Lemon,Citric Fruit,Freezer,9999,56.0,Fresh
Nanas,Tropical Fruit,Outside,5,0.0,Expired
Ubi Jalar,Root Vegetable,Freezer,81,9.0,ok
Bayam,Leafy Vegetable,Freezer,36,-6.0,Expired
Melon,Buah Tropis,Outside,3,2.0,Soon
Mangga,,,33,-3.0,Expired
SEMANGKA,Tropical Fruit,Outside,5,2.0,Soon
Kol,,Outside,3,0.0,
Ubi Jalar,Root Vegetable,,15,-1.0,EXPIRED
Pepaya,Tropical Fruit,frzer,24,6.0,Fresh
Pakcoy ,leafy vegetable,Outside,1,0.0,Expired
Anggur,Temperate Fruit,Freezer,34,-4.0,Expired
	Wortel,Root Vegetable,Chiller,24,-3.0,Expired
Kiwi,Temperate Fruit,Freezer,5,55.0,Fresh
  Melon  ,Tropical Fruit,Chiller,5,2.0,Segera
Pepaya,Tropical Fruit,Freezer,3,27.0,Fresh
Kentang,Root Vegetable,Chiller,7,23.0,Fresh
Semangka,Tropical Fruit,Chiller,1,9.0,Fresh
Jeruk Bali,Citric Fruit,OUTSIDE,11,3.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,58,2.0,Warning
Anggur,Temperate Fruit,Chiller,8,-1.0,Expired
Bawang Merah,Root Vegetable,Room Temp,1,29.0,Fresh
Kol,leafy vegetable,Freezer,14,,Fresh
Lemon,Citric Fruit,Outside,,-50.0,Expired
Alpukat,Tropical Fruit,Freezer,37,,Dead
Cabai Rawit,Chili Pepper,,4,6.0,Fresh
Kangkung,Leafy Vegetable,Outside,,-999.0,Expired
Stroberi,Berry,Freezer,13,17.0,Fresh
Wortel,Root Vegetable,Freezer,113,-23.0,Expired
Tomat,Tropical Fruit,Chiller,15,-1.0,
  Stroberi  ,Berry,Outside,1,1.0,Soon
Bayam,Leafy Vegetable,Freezer,1,29.0,Fresh
Kentang,Sayur Akar,Chiller,15,15.0,Fresh
Ubi Jalar,Root Veg,Outside,18,-4.0,Expired
Raspberry,Berry,Outside,0,2.0,Soon
Seledri,Leafy Vegetable,Freezer,19,2.0,Soon
Singkong,Root Vegetable,Freezer,30,0.0,Expired
Kangkung,Leafy Vegetable,Refrigerator,4,0.0,Dead
Pisang,Tropical Fruit,Chiller,3,2.0,Soon
Jeruk,Citric Fruit,Chiller,21,0.0,Expired
Nanas,Tropical Fruit,,5,0.0,Expired
Kiwi,Temperate Fruit,Refrigerator,16,-2.0,basi
Raspberry,Berry,Chiller,4,1.0,Soon
blueberry,Berry,Chiller,4,3.0,Soon
Cabai Rawit,Chili Pepper,Outside,4,0.0,Expired
Kangkung,Leafy Vegetable,Chiller,5,-1.0,Expired
Paprika,Chili Pepper,Freezer,5,55.0,Fresh
Kol,Leafy Vegetable,Outside,0,3.0,Soon
Pear,Temperate Fruit,Chiller,6,8.0,fresh
Jeruk Nipis,citrus fruit,Outside,2,5.0,Fresh
  Seledri  ,Leafy Vegetable,Outside,1,1.0,Soon
Cabai Merah,Cabai,Outside,3,2.0,Soon
Paprika,Chili Pepper,Outside,0,5.0,Fresh
Stroberi,Berry,Outside,0,2.0,SOON
Melon ,Tropical Fruit,Outside,3,2.0,Soon
Pear,Temperate Fruit,Outside,1000,4.0,Fresh
Jeruk Nipis ,Citric Fruit,Freezer,34,,
Kentang,Root Vegetable,,8,6.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,23,7.0,Fresh
Kol,Leafy Vegetable,Chiller,2,12.0,Fresh
Bayam,Leafy Vegetable,,0,5.0,Fresh
Wortel,Root Vegetable,Chiller,15,6.0,Fresh
Blueberry,Berries,Outside,1,1.0,Soon
Kangkung,Leafy Vegetable,Freezer,4,26.0,Fresh
Bawang Putih,Root Vegetable,suhu ruangan,8,37.0,Fresh
Wortel,Akar-akaran,Chiller,18,3.0,Soon
Kunyit,Root Vegetable,Outside,18,-4.0,Expired
	Pakcoy,Leafy Vegetable,Freezer,13,8.0,Fresh
Pakcoy,Leafy Vegetable,fridge,2,3.0,Soon
  Apel  ,Temperate Fruit,FREEZER,1,89.0,
Sawi,leafy vegetable,Freezer,18,12.0,segar
Bawang Merah,Root Vegetable,Freezer,51,129.0,FRESH
Wortel,Root Vegetable,Freezer,91,-1.0,Expired
Selada,Leafy Vegetable,Freezer,7,23.0,
Tomat,Tropical Fruit,refrigerator,5,9.0,Fresh
Ubi Jalar,Root Vegetable,Outside,16,-2.0,Dead
