food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Biskuit Marie,Produk Kering,Plastik,Outside,1,46,11,-4.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,497,3,0.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,0,99 hari,,99.0,Fresh
  Minuman Energi  ,Produk Minuman,Kaleng,Outside,0,105,0,105.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,16,8,-5.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,,3,0.0,Expired
Sereal Muesli,Produk Kering,,Outside,0,272,0,272.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,14,2,1.0,Soon
Jus Apel,,Karton,Chiller,No,59,0,59.0,Fresh
Biskuit Mentega,,Kaleng,Outside,0,176 hari,0,176.0,
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,50,6,1.0,Soon
Yogurt Greek,Produk Olahan Susu,Plastik,,0,4,0,4.0,Soon
Jus Mangga,Produk Minuman,Karton,Chiller,0,65,0,65.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,,0 days,316.0,Fresh
Air Soda,Produk Minuman,Plastik,room temp,1,139,6,-5.0,Expired
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,165,0,165.0,Fresh
Cola Zero Sugar,produk minuman,,Outside,0,357,0,357.0,Fresh
Cola Zero Sugar,,Kaleng,Outside,1,6,5,-4.0,Expired
Kornet Ayam,Produk Kaleng,,Outside,1,768,,-5.0,Expired
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,15,1,13.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,,0,232.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,444,1,2.0,Soon
Susu UHT Low Fat,produk olahan susu,Karton,Chiller,,118,0,118.0,Fresh
keju edam,Produk Olahan Susu,PLASTIK,Chiller,0,128,0,,Fresh
Jus Jeruk,beverage,Karton,Chiller,0,120,0,120.0,Fresh
Nugget Tempe,Produk Protein,Plastik,beku,,69,8,-5.0,Expired
SEREAL MUESLI,Prod. Kering,Karton,Outside,No,191,0,191.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,99,5,16.0,Fresh
 Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,18,0 days,18.0,Fresh
Sarden Minyak Zaitun,,KALENG,Outside,False,637,0,637.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,32,3,-2.0,Expired
  Nanas Kaleng  ,Produk Kaleng,Kaleng,Outside,1,-10,2,1.0,Soon
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,95,0,95.0,Fresh
sereal cornflakes,Produk Kering,Karton,Outside,0,82,0,82.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,728,5,-3.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,3,1,2.0,Soon
Minuman Isotonik,Produk Minuman,Plastic,suhu ruangan,1,22,3,-2.0,Expired
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,869,0,869.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,False,126,0,126.0,Fresh
Sereal Oat,Produk Kering,Karton,Outside,,303,7,23.0,Fresh
Susu UHT Stroberi,dairy,Karton,Chiller,0,241 hari,0,,Fresh
Jus Mangga,,Karton,Chiller,0,121,0,121.0,Segar
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,164,20,1.0,Soon
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,142,0,142.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,590,0,590.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,369,5,-2.0,Expired
	Sereal Granola,Produk Kering,Karton,Outside,0,252,0,252.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Room Temp,yes,,4,-2.0,Expired
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,19,2,1.0,Soon
Sosis Bebek,Prod. Protein,PLASTIK,Chiller,False,9,0,9.0,Fresh
Teh Botol,Produk Minuman,glass,Outside,1,57 hari,5,-2.0,Expired
Air Mineral,Produk Minuman,Plastik,Outside,1,496,2,,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,68,0,68.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,320,0,320.0,Fresh
Susu Bubuk Bayi,,carton,Outside,1,620,31 days,-1.0,Expired
Jus Jeruk,Produk Minuman,Karton,Chiller,1,141,,3.0,
Nugget Tempe,Produk Protein,Plastik,Freezer,0,71,0,71.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,53,0,,Fresh
Susu Bubuk Skim,produk olahan susu,Karton,Outside,1,,24,6.0,Soon
  Keju Mozzarella  ,Produk Olahan Susu,Plastik,Chiller,1,52,,2.0,Soon
Nugget Tempe,Produk Protein,Plastik,freezer,1,9,2,1.0,Soon
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Luar,no,178,0,178.0,Fresh
Keju Edam,,Plastik,Chiller,0,8,0,8.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,140,0,140.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,284,4,-3.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,179,6,24.0,fresh
Biskuit Marie,Produk Kering,Plastik,Outside,0,15,0,15.0,Fresh
Nugget Ikan,Produk Protein,plastic,Freezer,1,86,8,-5.0,Expired
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,1,40,3,,Expired
Teh Tarik,Produk Minuman,Karton,Chiller,0,40,0,40.0,Fresh
Susu UHT Stroberi,Olahan Susu,Karton,Chiller,1,55,4,-3.0,Expired
Buah Cocktail,Produk Kaleng,can,Outside,1,705,8,-5.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,257,6,,Kadaluarsa
Sereal Coklat,PRODUK KERING,Karton,Outside,0,333,0,333.0,Fresh
Cola Original,Produk Minuman,,Outside,1,206,4,-3.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,0,258,0,258.0,ok
 Soda Lemon,Produk Minuman,Kaleng,Outside,0,355,0,355.0,Fresh
Sarden Cabai,produk kaleng,Kaleng,Room Temp,1,130,6,-4.0,kadaluarsa
Mie Instan Goreng,Produk Kering,plastic,Outside,1,,1,-1.0,Expired
Biskuit Crackers,produk kering,Plastik,Outside,1,118,5,2.0,Soon
Sosis Sapi,Produk Protein,Plastik,Chiller,0,29,,29.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,Ya,14,8,,expired
Jus Apel,Beverage,Karton,Chiller,0,86,0,86.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,47,8,6.0,Soon
Nugget Ikan,Produk Protein,Plastik,Freezer,0,98,0,98.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,1,262,9,5.0,Soon
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,462,5,-2.0,Expired
Sosis Ikan,Produk Protein,Plastik,,1,15,2,1.0,Soon
Mangga Kaleng,Produk Kaleng,Kaleng,outside,0,694,0,694.0,Fresh
  Soda Jeruk  ,Produk Minuman,Kaleng,Outside,0,232,0,232.0,Fresh
Nugget Sapi,Produk Protein,Plastik,frzer,1,102,4,-1.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,350,1,1.0,soon
Susu UHT Full Cream,PRODUK OLAHAN SUSU,Karton,Chiller,0,217,0,217.0,
Nugget Udang,Produk Protein,Plastik,Freeze,1,113,7,-4.0,Expired
Nugget Udang,Produk Protein,Plastik,Freezer,0,75,0,75.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Dingin,1,174,3,9999.0,Expired
Nugget Udang,Produk Protein,Plastik,Freezer,0,46,0,46.0,Fresh
Jus Jambu,Produk Minuman,carton,Chiller,0,17,0,17.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,1,358,23,7.0,Soon
Jus Apel,Produk Minuman,Karton,Chiller,,7,3,2.0,Soon
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,27,0 days,27.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Freezer,0,159,0,159.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,290,13,1.0,Soon
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,26,0,26.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,306,1,0.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,121,1,4.0,Soon
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,23,4,,basi
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,447,7,-4.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,0,249,0,249.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,false,826,0,826.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,1,160,6,-5.0,Expired
Nugget Ikan,Produk Protein,Plastik,frozen,1,57,4,-1.0,Expired
Yogurt Kefir,Produk Olahan Susu,,Chiller,false,3,0,3.0,Soon
Biskuit Mentega,Produk Kering,Kaleng,Outside,Ya,135,5,9.0,Fresh
Soda Jeruk,Produk Minuman,Tin,Outside,0,53,0,53.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,1,110,6 days,24.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,101,1,2.0,Soon
Kornet Sapi,Produk Kaleng,can,Outside,0,625,0,625.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,room temp,1,327,6,8.0,Fresh
Sereal Cornflakes,Produk Kering,,OUTSIDE,0,252,0,252.0,Fresh
Ikan Tuna,Produk Kaleng,Can,Outside,1,673,1,1.0,Soon
Mie Instan Goreng,Kering,plastic,Suhu Ruangan,0,15 hari,0,15.0,Fresh
Susu Pasteurisasi ,Produk Olahan Susu,Plastik,Chiller,0,5,0,5.0,Soon
Teh Botol,,Botol Kaca,Outside,1,330,1,2.0,Soon
Jus Sirsak,Produk Minuman,karton,Refrigerator,1,169,1,2.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,1,274,1,20.0,Fresh
Sereal Cornflakes ,Produk Kering,Karton,,0,208,0,208.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Refrigerator,,44,5,9.0,
Biskuit Wafer,PRODUK KERING,plastic,Outside,0,36,0 days,36.0,Fresh
Sarden Tomat,Kaleng,Tin,Outside,0,544,0,544.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,48,2,1.0,Soon
Sereal Granola,Produk Kering,Karton,Outside,0,206,0,206.0,Fresh
Sosis Ayam ,Protein,Plastik,chiller,1,18 hari,9,-4.0,Expired
Soda Jeruk,Produk Minuman,Kaleng,Outside,Yes,,4,-3.0,Expired
Nugget Tempe,Produk Protein,Plastik,Freezer,0,18,0,18.0,Fresh
Sereal Coklat,PRODUK KERING,Karton,Outside,,230,23,-50.0,Basi
Sosis Sapi,Produk Protein,Plastik,Chiller,0,,0,49.0,Fresh
Soda Lemon,Produk Minuman,kaleng ,Outside,0,324,0,324.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,171,15,-1.0,Expired
Yogurt Kefir,,Botol Kaca,Chiller,no,2,0,2.0,Soon
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,325,0,325.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,545,0,545.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,0,75,0,75.0,Fresh
Yogurt Mangga,Produk Olahan Susu,,Chiller,0,17,0,17.0,Fresh
sarden cabai,Produk Kaleng,Kaleng,Outside,1,906,4,-2.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,outside,1,120,9,21.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,0,826,0,826.0,Fresh
Jus Apel,Produk Minuman,Kardus,Chiller,0,18,0,18.0,Fresh
Sosis Bebek,Protein,Plastik,Chiller,1,32,5,2.0,Soon
Sereal Coklat,Prod. Kering,Karton,Outside,1,345,4,17.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,OUTSIDE,1,571,5,-2.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,0,159,0,159.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,-10,0,48.0,Fresh
Buah Cocktail,Produk Kaleng,Tin Can,Outside,0,332,0,,Fresh
Yogurt Greek,produk olahan susu,Plastik,Chiller,False,5,0,5.0,Soon
Jus Jambu,Produk Minuman,Karton,Chiller,1,171,8,-5.0,Expired
Nugget Tempe,Produk Protein,Plastik,Freezer,0,,0,95.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,1,57,1,6.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,9,3,0.0,Expired
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,0,-10,0,135.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,1,63,10,9999.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,56,1,0.0,Expired
Nugget Sayuran,protein,Plastik,Freezer,1,145,6,-3.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,kaleng,,1,85,14 days,0.0,Expired
Biskuit Oreo,Produk Kering,Plastik,Room Temp,0,35,0,35.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,52,4,-3.0,
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,692,7,-4.0,Expired
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,255,0,255.0,Fresh
 Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,1,21,1,4.0,Soon
Sereal Cornflakes,Produk Kering,Karton,Outside,1,344 hari,12,18.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,204,0,204.0,Fresh
Biskuit Digestive,Produk Kering,,,0,251,0,251.0,Fresh
Sosis Bebek ,Produk Protein,Plastik,Chiller,Tidak,31,0,31.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,58,4,1.0,Soon
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,331,0,331.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,126,6,-5.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,90,0,90.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,178,4,-3.0,Expired
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,18,0,18.0,Fresh
Soda Lemon,PRODUK MINUMAN,Kaleng,Outside,0,57,0,57.0,Fresh
Sereal Muesli,,Karton,Outside,0,180,0,180.0,
Ikan Tuna,,Kaleng,Outside,0,751,0,751.0,
Nugget Tempe,Produk Protein,Plastik,Freezer,0,85,0,85.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,41,3,2.0,Soon
Sosis Sapi,Produk Protein,PLASTIK,kulkas,1,32,9,-4.0,Expired
Biskuit Wafer,Produk Kering,Plastick,Luar,1,46,7,-2.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,123,5,-2.0,Expired
Susu UHT Stroberi,Olahan Susu,Karton,Chiller,1,193 hari,4,-3.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Kulkas,0,8,0,8.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,126,0,126.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,696,0,696.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,27,4,-3.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,0,173,0,173.0,Segar
Susu Almond,Produk Olahan Susu,Karton,chiller,0,212,0,212.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,95,0,95.0,Fresh
Minuman Isotonik,produk minuman,Plastik,Outside,0,181,0 days,181.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,208,5,-2.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,1,134,12,9.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,64,7,0.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,1,289,4,-3.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,316,7,-4.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,32,0,32.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Freezer,1,136,1,2.0,Warning
Keju Edam,Produk Olahan Susu,,chiller,0,23,0,23.0,Fresh
	Jus Jeruk,Produk Minuman,Karton,Chiller,1,164,10,-5.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,,5 days,-2.0,Basi
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,10,0,10.0,Fresh
Sosis Ikan,Protin,Plastik,Chiller,1,9,5,-2.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,10000,0,14.0,Fresh
Biskuit Mentega,Produk Kering,Tin,Outside,1,249,3,9999.0,Fresh
Minuman Isotonik,Prod. Minuman,Plastick,Outside,1,300,5,-4.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,68,0,68.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Room Temp,1,6,2,-1.0,expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,25,4,-1.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,false,686,0,686.0,
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,709,6,-4.0,Expired
Soda Jeruk,Produk Minuman,Kaleng,,0,237,0,237.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,16,,1.0,Soon
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,True,211,6,9999.0,Expired
Jus Anggur,Beverage,Botol Kaca,Chiller,Ya,87,8 days,-3.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,18,2,12.0,Fresh
Jus Nanas,Produk Minuman,Karton,Chiller,1,125,8,-3.0,
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,248,3,0.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,Yes,30,2,3.0,Soon
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,116,0,116.0,Fresh
YOGURT MINUM PROBIOTIK,Produk Olahan Susu,Botol Kaca,fridge,1,12,6,-3.0,Expired
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,,0,482.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,22,6,-1.0,Expired
Yogurt Stroberi,Produk Olahan Susu,PLASTIK,Chiller,0,12,0,12.0,Fresh
Sosis Frozen,Produk Protein,Plastik,frozen,1,19,8,-5.0,Dead
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,970,6,-4.0,Basi
Soda Jeruk,Prod. Minuman,Kaleng,Outside,0,173,0,173.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,42,0,42.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,KARTON,,0,451,0,451.0,fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,1,0,1.0,Soon
Sereal Cornflakes,Produk Kering,Karton,Outside,1,137,19,11.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,642,6,-4.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,0,79,0,79.0,FRESH
Sereal Coklat,Produk Kering,Karton,Outside,0,53,0,53.0,Fresh
Susu Bubuk Full Cream,Olahan Susu,,Outside,1,38,9,21.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,,29,0,29.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,,49,0,49.0,Fresh
  Biskuit Digestive  ,Produk Kering,,Outside,1,251,16,-2.0,Expired
Keju Cheddar,Produk Olahan Susu,Plastik,CHILLER,1,5,,5.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,,,2 days,0.0,Dead
Biskuit Digestive,Produk Kering,Plastik,Room Temp,,315,0,315.0,Fresh
 Nugget Udang,Protin,Plastik,Freezer,0,34,0,34.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,120,0,120.0,Fresh
Teh Kotak Jasmine,produk minuman,carton,Outside,1,359,5 days,-4.0,Expired
Sarden Cabai,Produk Kaleng,Kaleng,suhu ruangan,0,742,0,742.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,151,0,151.0,Fresh
Biskuit Mentega,Produk Kering,,Outside,1,297,6,8.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Freezer,1,,7,-4.0,Basi
Jus Apel,Produk Minuman,KARTON,,0,75,0,75.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,473,0,473.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,633,0,-50.0,Fresh
susu bubuk bayi,produk olahan susu,Karton,Outside,1,643,21,9.0,Fresh
Cola Original,beverage,tin,Outside,1,245,5,-4.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,False,63,0,63.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,0,40 hari,0,40.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Luar,1,34,24,6.0,Soon
Nanas Kaleng,Produk Kaleng,can,OUTSIDE,1,533,8,-5.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,,1,359,8,6.0,Soon
yogurt kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,12,0,12.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,27,0,27.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,Ya,172,2,-1.0,Expired
Keju Mozzarella ,Produk Olahan Susu,Plastik,Chiller,1,38,7,0.0,basi
Sosis Frankfurter,Produk Protein,Plastik,chiller,1,31,9,-2.0,Expired
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,20,0,20.0,Fresh
Nugget Tempe,Produk Protein,plastic,Freezer,0,31,0,31.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,22,7,-4.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,0,110,0,110.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,,Outside,1,707,24,6.0,Soon
Sereal Granola,Produk Kering,Karton,Outside,1,69,21,9.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,138,2,1.0,Soon
Nanas Kaleng,PRODUK KALENG,,,1,471,4,-1.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,23,0,23.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,480,6,-3.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,20,2,5.0,Soon
Mie Instan Soto,Produk Kering,Plastik,Outside,,199,2,-2.0,Expired
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,359,0,359.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,21,12,2.0,Soon
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,128,0,128.0,Fresh
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,Ya,177,12,-5.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Refrigerator,0,9999,0,63.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,0,153,0 days,153.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,8,0,8.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,1,149,10,-5.0,Expired
Jus Mangga,Produk Minuman,Karton,Chiller,1,166,4,,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,471,17,13.0,Fresh
Soda Jeruk,Produk Minuman,,Outside,0,36,0,36.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,53,1,0.0,Expired
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,21,0,21.0,segar
Buah Cocktail,canned,Kaleng,Room Temp,1,281,2,1.0,Soon
Biskuit Wafer,Produk Kering,Plastik,Outside,yes,56,3,2.0,Soon
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,970,0,970.0,Fresh
Biskuit Sandwich,,Plastik,suhu ruangan,Tidak,168,0,168.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,,1,62,3,4.0,Soon
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,9999,0,104.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,0,50,0,50.0,FRESH
Teh Tarik,Produk Minuman,Karton,Chiller,0,54,0,54.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,26,0,26.0,Fresh
Nugget Tempe,Produk Protein,Plastic,Freezer,1,15,5,-2.0,Expired
Sosis Ayam,Produk Protein,Plastik,Chiller,1,29,4,1.0,Soon
Sosis Ayam,Produk Protein,Plastik,chiller,0,19,,19.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,4,3 days,4.0,hampir
Susu UHT Full Cream,Produk Olahan Susu,Karton,,0,198,0,198.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,59,0,-50.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,2,8,-5.0,Expired
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,51,5,9.0,Fresh
Yogurt Greek,Produk Olahan Susu,PLASTIK,chiller,,13,0,13.0,Fresh
Keju Cheddar,Produk Olahan Susu,plastik,Kulkas,1,118,19,-5.0,Expired
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,10000,0,729.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,,Outside,1,347,26,4.0,Soon
Nugget Ayam,Produk Protein,Plastik,Freezer,0,128,0,128.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,,0,142,0,9999.0,Fresh
biskuit wafer,Produk Kering,Plastik,Outside,1,136,1,4.0,Soon
Jus Sirsak,Produk Minuman,Karton,Chiller,1,71,2,1.0,Soon
Sosis Bebek,Produk Protein,Plastik,Chiller,1,46,9,-2.0,Expired
Leci dalam Sirup,Produk Kaleng,Kaleng,Room Temp,1,673,3,0.0,kadaluarsa
Sereal Granola,Produk Kering,Karton,Outside,1,212,22,8.0,Fresh
Sosis Sapi,Produk Protein,,,0,9999,0,34.0,Fresh
	Susu UHT Stroberi,Produk Olahan Susu,Karton,Refrigerator,1,195,3,-2.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,,3,2.0,Segera
Teh Tarik,Produk Minuman,Karton,Chiller,1,245,1,0.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,176,0,,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,suhu ruangan,0,98,0,98.0,Fresh
Jus Nanas,Produk Minuman,Karton,Chiller,1,178,5,0.0,Expired
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,0,640,0,640.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,1,74,8,-5.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,233 hari,0,233.0,Fresh
