nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Kentang,Sayur,Suhu Ruang,0.0,1.0,Busuk
Tomat,Sayur,Pembeku,1.0,2.9,Busuk
Wortel,Sayur,Pendingin,6.0,25.4,Segar
Apel,Buah,Pembeku,0.0,18.8,Terlalu Matang
Timun,Sayur,Suhu Ruang,1.0,6.3,Segar
Jeruk,Buah,Suhu Ruang,0.0,1.1,Busuk
Cabe,Sayur,Suhu Ruang,0.0,14.0,Segar
Mangga,Buah,Pembeku,2.0,28.1,Matang
Wortel,Sayur,Pembeku,2.0,10.0,Busuk
Cabe,Sayur,Suhu Ruang,1.0,1.8,Busuk
Pisang,Buah,Suhu Ruang,2.0,8.2,Mentah
Wortel,Sayur,Suhu Ruang,4.0,8.9,Segar
Jeruk,Buah,Suhu Ruang,5.0,8.1,Matang
Kentang,Sayur,Pendingin,6.0,33.7,Segar
Apel,Buah,Pendingin,3.0,8.0,Terlalu Matang
Jeruk,Buah,Pendingin,1.0,0.1,Busuk
,,Suhu Ruang,1.0,5.9,Segar
Tomat,Sayur,Pendingin,6.0,14.8,Segar
Timun,Sayur,Pendingin,2.0,13.0,Segar
Timun,Sayur,Pendingin,4.0,9.8,Segar
Mangga,Buah,Suhu Ruang,1000.0,2513.8,Busuk
,Buah,Pendingin,0.0,2932.6,null
Timun,Sayur,Pembeku,6.0,35.5,Segar
Apel,Buah,Pembeku,2.0,12.0,Terlalu Matang
Tomat,Sayur,Suhu Ruang,2.0,0.4,Busuk
Timun,Sayur,Suhu Ruang,2.0,1.6,Busuk
Jeruk,Buah,Suhu Ruang,-74.0,-164.8,Busuk
Tomat,Sayur,Pendingin,1.0,1.7,Busuk
Timun,Sayur,,1.0,2.1,Busuk
Kentang,Sayur,Pendingin,0.0,4.6,Busuk
Kentang,Sayur,Pendingin,1.0,27.7,Segar
Anggur,Buah,Pembeku,2.0,30.7,Matang
Wortel,Sayur,Pendingin,5.0,16.4,Segar
Tomat,Sayur,Pendingin,2.0,2.9,Busuk
Mangga,Buah,Suhu Ruang,3.0,3.6,Terlalu Matang
Mangga,Buah,Suhu Ruang,0.0,7.4,Matang
Kentang,Sayur,Suhu Ruang,0.0,0.3,Busuk
Kentang,??,Suhu Ruang,6.0,8.4,Segar
Jeruk,Buah,,2.0,,
Kentang,Sayur,Suhu Ruang,2.0,1.1,Busuk
Kentang,Sayur,Pendingin,3.0,35.5,Segar
Cabe,Sayur,Pendingin,1.0,27.9,Segar
Anggur,Buah,Pendingin,1.0,17.1,Mentah
Cabe,Sayur,Pendingin,5.0,18.0,Segar
,Buah,Pembeku,,,Mentah
Cabe,Sayur,Suhu Ruang,2.0,0.6,Busuk
Anggur,Buah,Pembeku,0.0,3.4,Busuk
Tomat,Sayur,Pembeku,0.0,1.2,Busuk
Mangga,Buah,Pendingin,2.0,14.9,Matang
Mangga,Buah,Suhu Ruang,1.0,0.9,Busuk
Apel,Buah,Suhu Ruang,3.0,16.2,Mentah
Wortel,Sayur,Suhu Ruang,1.0,13.3,Segar
Jeruk,Buah,Pendingin,1.0,2.4,1
Timun,Sayur,Pembeku,2.0,39.1,Segar
Timun,Sayur,Suhu Ruang,0.0,10.4,Segar
Cabe,Sayur,Pembeku,6.0,21.3,Segar
Mangga,Buah,Pendingin,1.0,0.4,Busuk
Tomat,Sayur,Pembeku,2.0,4.2,Busuk
Anggur,Buah,Pendingin,-5.0,2613.8,Busuk
Tomat,Sayur,Pendingin,0.0,0.3,Busuk
Tomat,Sayur,Pendingin,0.0,1.7,Busuk
Anggur,Buah,Pendingin,3.0,12.7,Matang
Anggur,Buah,Suhu Ruang,0.0,7.3,Matang
Tomat,Sayur,?,6.0,11.0,Segar
Tomat,Sayur,Pembeku,2.0,4.6,Busuk
Cabe,Sayur,Suhu Ruang,-291.0,-502.0,Busuk
Jeruk,Buah,Pendingin,1.0,0.3,Busuk
Timun,Sayur,Pembeku,0.0,2.8,Busuk
Pisang,Buah,Pembeku,1.0,1.1,Busuk
Cabe,Sayur,Suhu Ruang,6.0,13.0,
Wortel,Sayur,Pembeku,0.0,0.8,Busuk
Mangga,Buah,Pendingin,0.0,1.0,Busuk
Timun,Sayur,,,4.1,
Kentang,Sayur,Suhu Ruang,5.0,7.2,Segar
Wortel,Sayur,Pembeku,6.0,35.7,Segar
Anggur,Buah,Pendingin,1.0,6.2,Terlalu Matang
Timun,Sayur,Pendingin,3.0,13.9,Segar
Timun,Sayur,Pembeku,0.0,3.2,Busuk
,Sayur,,0.0,,
Tomat,Sayur,Pendingin,1.0,1.9,Busuk
Kentang,Sayur,Suhu Ruang,1.0,19.2,Segar
,,Pembeku,0.0,31.3,
Pisang,Buah,Pendingin,3.0,4.0,Terlalu Matang
Wortel,Sayur,,500.0,366.2,
Anggur,Buah,Pendingin,3.0,13.0,Matang
Wortel,Sayur,Pendingin,2.0,4.6,Busuk
Cabe,Sayur,Suhu Ruang,2.0,0.1,Busuk
Apel,Buah,Suhu Ruang,2.0,3.3,Terlalu Matang
Cabe,Sayur,Suhu Ruang,6.0,5.5,Segar
Anggur,Buah,Pendingin,0.0,7.1,Terlalu Matang
Apel,Buah,Pendingin,1.0,0.9,Busuk
Pisang,Buah,Pembeku,1.0,28.1,Matang
Anggur,Buah,Pendingin,1.0,18.3,Matang
Pisang,Buah,Pembeku,1.0,8.4,Terlalu Matang
Cabe,Sayur,,1.0,13.7,Segar
Anggur,Buah,Pendingin,5.0,11.6,Matang
Jeruk,Buah,Pendingin,3.0,19.5,Matang
Anggur,Buah,Suhu Ruang,1.0,0.6,Busuk
Cabe,Sayur,Pendingin,1.0,18.1,Segar
Cabe,,,5.0,,Segar
Kentang,,Pendingin,0.0,2017.0,null
Timun,Sayur,Suhu Ruang,1.0,0.9,Busuk
Apel,Buah,Pembeku,3.0,16.9,Terlalu Matang
Apel,Buah,Suhu Ruang,1.0,4.1,Terlalu Matang
Anggur,Buah,Pembeku,1.0,28.7,Matang
Anggur,Buah,Suhu Ruang,5.0,6.8,Matang
Apel,Buah,Pendingin,3.0,17.2,Mentah
Mangga,Buah,Suhu Ruang,0.0,0.3,Busuk
Anggur,Buah,Pembeku,1.0,2.0,Busuk
Timun,Sayur,Pendingin,1.0,22.8,Segar
Kentang,Sayur,Pendingin,2.0,35.8,Segar
Tomat,Sayur,Suhu Ruang,2.0,0.8,Busuk
Apel,Buah,Suhu Ruang,3.0,3.1,Terlalu Matang
Timun,N/A,Pembeku,0.0,3.9,Busuk
Apel,Buah,Suhu Ruang,4.0,14.2,Mentah
Mangga,Buah,Pembeku,3.0,14.4,Terlalu Matang
Timun,Sayur,Suhu Ruang,2.0,0.6,Busuk
,Sayur,,,40.0,Segar
Kentang,Sayur,Pendingin,0.0,1.5,Busuk
Timun,Sayur,Pembeku,3.0,35.8,Segar
Mangga,Buah,Pembeku,3.0,27.8,Matang
Apel,Buah,Suhu Ruang,0.0,1.0,Busuk
Anggur,Buah,Pembeku,2.0,35.8,Matang
Pisang,Buah,Pembeku,0.0,29.8,Matang
Anggur,Buah,Suhu Ruang,0.0,0.8,Busuk
Pisang,Buah,Suhu Ruang,3.0,4.5,Matang
Timun,Sayur,Pendingin,4.0,16.9,Segar
Cabe,Sayur,Pendingin,0.0,20.4,Segar
Cabe,Sayur,Pendingin,2.0,24.0,Segar
Anggur,Buah,Pendingin,2.0,13.2,Matang
Apel,Buah,Pembeku,1.0,12.4,Terlalu Matang
Apel,Buah,Suhu Ruang,1.0,14.5,Mentah
Anggur,Buah,Pendingin,0.0,1898.5,Mentah
Cabe,Sayur,,,9.7,
Anggur,Buah,Suhu Ruang,0.0,2.6,Terlalu Matang
Pisang,Buah,Pendingin,0.0,1.1,Busuk
Timun,Sayur,Suhu Ruang,0.0,12.4,Segar
Cabe,,Pendingin,-99.0,1218.9,N/A
Apel,Buah,Suhu Ruang,4.0,12.2,Mentah
,,Pembeku,,4.5,Busuk
Tomat,Sayur,Pendingin,0.0,0.3,Busuk
Tomat,Sayur,Pembeku,0.0,1.3,Busuk
Cabe,Sayur,Pendingin,2.0,0.3,Busuk
Timun,Sayur,Pembeku,2.0,36.2,Segar
Kentang,Sayur,Pendingin,5.0,40.9,Segar
Apel,Buah,Pembeku,0.0,2.3,Busuk
Wortel,Sayur,Pendingin,0.0,2.7,Busuk
Cabe,Sayur,Suhu Ruang,2.0,1.0,Busuk
Anggur,Buah,Pendingin,3.0,7.5,Terlalu Matang
Pisang,Buah,Pembeku,1.0,16.5,Matang
Anggur,Buah,Pendingin,4.0,17.5,Matang
Mangga,Buah,Pembeku,0.0,2.1,Busuk
Pisang,Buah,Pembeku,500.0,2528.5,
Apel,Buah,Pembeku,0.0,11.1,Terlalu Matang
Tomat,Sayur,Suhu Ruang,1.0,1.1,Busuk
Mangga,Buah,Pembeku,1.0,0.4,Busuk
-,Buah,Pembeku,2.0,26.0,Mentah
Kentang,Sayur,Suhu Ruang,1.0,20.0,Segar
Jeruk,Buah,Pembeku,0.0,2.9,Busuk
Cabe,Sayur,Pembeku,2.0,5.7,Busuk
Anggur,Buah,Pendingin,4.0,27.3,Mentah
,,Pendingin,2.0,30.3,
Wortel,Sayur,Pembeku,0.0,4.0,Busuk
Pisang,Buah,Pendingin,2.0,11.5,Matang
Pisang,Buah,Pendingin,0.0,6.0,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0.0,0.6,Busuk
Apel,Buah,Suhu Ruang,3.0,4.5,Terlalu Matang
Apel,Buah,Pendingin,3.0,21.3,Mentah
Timun,Sayur,Pembeku,2.0,25.8,Segar
Mangga,Buah,Pendingin,0.0,1.6,Busuk
Apel,Buah,Pembeku,5.0,36.5,Matang
Cabe,Sayur,Pembeku,2.0,0.8,Busuk
Jeruk,Buah,Pembeku,2.0,20.5,Terlalu Matang
Mangga,Buah,Pembeku,4.0,37.7,Mentah
Anggur,,Suhu Ruang,,0.6,Busuk
Anggur,Buah,Pendingin,1.0,0.7,Busuk
Apel,Buah,Pembeku,0.0,1.1,Busuk
Kentang,Sayur,Suhu Ruang,1.0,0.9,Busuk
Tomat,Sayur,Pendingin,1668.0,3861.8,Busuk
Anggur,Buah,Pembeku,0.0,15.3,Terlalu Matang
Timun,Sayur,Pendingin,2.0,2.2,Busuk
Cabe,Sayur,Pendingin,1.0,27.0,Segar
Mangga,1,Pembeku,3.0,23.2,Matang
Jeruk,Buah,Suhu Ruang,1.0,0.8,Busuk
Timun,Sayur,Pendingin,0.0,10.4,Segar
Jeruk,Buah,Pembeku,1.0,11.4,Terlalu Matang
Timun,Sayur,Suhu Ruang,2.0,0.7,Busuk
Mangga,Buah,Suhu Ruang,0.0,3.1,Terlalu Matang
Anggur,Buah,Pembeku,3.0,39.1,Mentah
Tomat,Sayur,Pendingin,0.0,0.2,Busuk
Cabe,Sayur,Suhu Ruang,,,Segar
Tomat,Sayur,Pendingin,0.0,19.5,Segar
Jeruk,Buah,Pendingin,1.0,26.1,Mentah
Cabe,Sayur,Suhu Ruang,0.0,1.3,Busuk
Timun,Sayur,Pendingin,2.0,2.8,Busuk
Wortel,Sayur,Pendingin,6.0,36.2,Segar
Anggur,Buah,Suhu Ruang,0.0,6.9,Matang
Cabe,Sayur,Pembeku,2.0,2.6,Busuk
Wortel,Sayur,Pendingin,-691.0,-730.9,Busuk
Anggur,Buah,Suhu Ruang,6.0,10.7,Mentah
Anggur,Buah,Suhu Ruang,3.0,2.1,Terlalu Matang
Anggur,Buah,Pembeku,0.0,1.7,Busuk
Mangga,Buah,Pembeku,3.0,22.6,Matang
Apel,Buah,Pendingin,4.0,21.4,Matang
Tomat,Sayur,Pendingin,1.0,0.6,Busuk
Anggur,Buah,Suhu Ruang,2.0,5.2,Matang
Anggur,Buah,Pendingin,2.0,7.0,Terlalu Matang
Cabe,Sayur,Suhu Ruang,4.0,8.5,Segar
Anggur,Buah,Pembeku,1.0,2.7,Busuk
Anggur,Buah,Pembeku,3.0,9.1,Terlalu Matang
Pisang,Buah,Suhu Ruang,8380.0,5730.6,Mentah
Tomat,Sayur,Suhu Ruang,1.0,0.0,Busuk
Anggur,Buah,Suhu Ruang,0.0,0.5,Busuk
Tomat,Sayur,Suhu Ruang,6.0,6.0,Segar
Wortel,Sayur,Pendingin,2.0,0.6,Busuk
Anggur,Buah,Suhu Ruang,3.0,8.3,Matang
Apel,Buah,Suhu Ruang,6.0,9.2,Mentah
Cabe,Sayur,Suhu Ruang,1.0,7.7,Segar
Pisang,Buah,,0.0,1.5,Busuk
Pisang,Buah,Suhu Ruang,5.0,7.2,Mentah
Anggur,Buah,Suhu Ruang,0.0,3.5,Terlalu Matang
Apel,Buah,Pembeku,1.0,2.0,Busuk
Kentang,Sayur,Suhu Ruang,1000.0,4628.6,Segar
Wortel,Sayur,Pembeku,0.0,0.6,Busuk
Kentang,Sayur,Pembeku,2.0,11.2,Busuk
Anggur,Buah,Suhu Ruang,3.0,2.9,Terlalu Matang
Mangga,Buah,Pembeku,0.0,28.5,Matang
Tomat,Sayur,Pembeku,5.0,28.8,Segar
Mangga,Buah,Suhu Ruang,0.0,0.1,Busuk
Pisang,Buah,Pembeku,0.0,10.6,Terlalu Matang
Pisang,Buah,Suhu Ruang,1.0,3.0,Terlalu Matang
Timun,Sayur,Suhu Ruang,1.0,1.8,Busuk
Cabe,Sayur,Pendingin,2.0,3.3,Busuk
Anggur,Buah,Pendingin,2.0,13.2,Matang
Kentang,Sayur,Pendingin,5.0,31.9,Segar
Wortel,Sayur,Pendingin,5.0,17.5,Segar
Timun,Sayur,Pendingin,5.0,10.1,Segar
Tomat,,Pendingin,,,
Mangga,Buah,Pembeku,0.0,7.4,Terlalu Matang
Wortel,??,Pendingin,0.0,3.5,Busuk
Cabe,Sayur,Suhu Ruang,2.0,0.9,Busuk
Mangga,Buah,Pembeku,1.0,26.4,Matang
Tomat,Sayur,Suhu Ruang,0.0,0.7,Busuk
Kentang,Sayur,Pembeku,1.0,0.3,Busuk
Mangga,Buah,Pembeku,5250.0,4724.5,Matang
Kentang,Sayur,Suhu Ruang,1.0,8.6,Segar
Tomat,Sayur,Suhu Ruang,1.0,0.1,Busuk
Anggur,Buah,Pembeku,-833.0,-435.7,Busuk
Tomat,Sayur,Suhu Ruang,2.0,10.0,Segar
Wortel,Sayur,Pendingin,1.0,38.0,Segar
Anggur,Buah,Pembeku,5.0,25.0,Matang
Mangga,Buah,Pembeku,2.0,38.2,Mentah
Mangga,Buah,Pendingin,4.0,11.6,Matang
Apel,Buah,Suhu Ruang,1.0,,Matang
Cabe,Sayur,Suhu Ruang,1.0,12.0,Segar
Mangga,Buah,Pembeku,1.0,1.4,Busuk
Timun,Sayur,Suhu Ruang,1000.0,4237.2,Busuk
Apel,Buah,Suhu Ruang,5.0,16.0,Mentah
Pisang,Buah,Pembeku,0.0,1.7,Busuk
Tomat,Sayur,Pendingin,0.0,17.7,Segar
Cabe,Sayur,Pembeku,2.0,2.5,Busuk
Tomat,Sayur,Pendingin,9999.0,1737.4,null
Timun,Sayur,Suhu Ruang,2.0,0.3,Busuk
Timun,Sayur,Pembeku,2.0,5.7,Busuk
Jeruk,Buah,Suhu Ruang,6.0,14.4,Mentah
Cabe,Sayur,Pembeku,0.0,5.6,Busuk
Anggur,Buah,Suhu Ruang,1.0,0.6,Busuk
Apel,Buah,Pendingin,3.0,7.8,Terlalu Matang
Pisang,Buah,Pendingin,3.0,12.6,Matang
Wortel,Sayur,Suhu Ruang,1.0,16.7,Segar
Timun,Sayur,Pembeku,1.0,0.9,Busuk
Wortel,,Suhu Ruang,-99.0,1172.4,N/A
Apel,Buah,Pembeku,0.0,1.1,null
Pisang,Buah,Pembeku,1.0,2.8,Busuk
Cabe,Sayur,Pembeku,4.0,36.9,Segar
Pisang,Buah,?,0.0,7.0,Terlalu Matang
Cabe,Sayur,Pendingin,1.0,11.5,Segar
Pisang,Buah,Suhu Ruang,2.0,7.2,Matang
Jeruk,Buah,Pembeku,1.0,3.0,Busuk
Wortel,Sayur,Suhu Ruang,0.0,1.0,Busuk
Timun,Sayur,,,0.4,
Timun,Sayur,Pembeku,2.0,6.4,Busuk
Kentang,Sayur,Pendingin,-629.0,-616.6,Busuk
Mangga,Buah,Pembeku,0.0,1.4,Busuk
Pisang,Buah,N/A,1.0,8.4,Mentah
Timun,Sayur,Suhu Ruang,-161.0,-654.2,Busuk
Cabe,Sayur,Suhu Ruang,2.0,1.7,Busuk
Cabe,Sayur,Pembeku,0.0,7.9,Busuk
Pisang,Buah,Pembeku,0.0,2.4,Busuk
Kentang,Sayur,?,6.0,38.4,Segar
Mangga,Buah,Pembeku,0.0,2.8,Busuk
Mangga,Buah,Suhu Ruang,0.0,0.4,Busuk
Mangga,Buah,Pembeku,-5.0,2684.1,Matang
Timun,Sayur,Pendingin,0.0,0.8,Busuk
Mangga,Buah,Pendingin,1.0,14.1,Matang
Jeruk,Buah,Suhu Ruang,4.0,9.7,Matang
Cabe,Sayur,Pendingin,5.0,11.9,Segar
Cabe,Sayur,Pendingin,5.0,29.0,Segar
Tomat,Sayur,Pembeku,0.0,4.7,Busuk
Timun,Sayur,Pendingin,0.0,1.7,Busuk
Cabe,Sayur,Suhu Ruang,2.0,1.9,Busuk
Timun,Sayur,Pendingin,1.0,1.0,Busuk
Kentang,Sayur,Pendingin,2.0,0.5,Busuk
Wortel,Sayur,Suhu Ruang,,10.0,Segar
Kentang,Sayur,Pendingin,0.0,41.4,Segar
Kentang,Sayur,Pembeku,0.0,11.0,Busuk
Pisang,Buah,Suhu Ruang,2.0,2.7,Terlalu Matang
Jeruk,Buah,Pendingin,,19.4,
Anggur,Buah,Pembeku,0.0,13.3,Terlalu Matang
Pisang,Buah,Suhu Ruang,1.0,2.7,Terlalu Matang
Anggur,Buah,Pembeku,0.0,2.7,Busuk
Kentang,Sayur,Pembeku,0.0,8.9,Busuk
Jeruk,Buah,Pendingin,1.0,1.3,Busuk
Apel,Buah,Pendingin,2590.0,654.1,Matang
Pisang,Buah,Pembeku,0.0,0.8,Busuk
buah123,Sayur,Pendingin,1.0,0.6,Busuk
Tomat,Sayur,Pembeku,5.0,37.6,Segar
Tomat,Sayur,Pendingin,2.0,1.1,Busuk
Kentang,Sayur,Pendingin,0.0,4.2,Busuk
##ERROR##,Sayur,Pembeku,1.0,0.9,Busuk
Apel,Buah,Pembeku,1.0,41.2,Matang
Tomat,Sayur,Pembeku,2.0,2.5,Busuk
Timun,Sayur,Pendingin,3.0,18.4,Segar
,Buah,Suhu Ruang,0.0,8.7,Matang
Pisang,Buah,Pembeku,1.0,37.5,null
Wortel,Sayur,Pembeku,0.0,3.7,Busuk
Anggur,Buah,Suhu Ruang,2.0,5.3,Matang
???,Buah,Luar Ruangan,1.0,0.3,Busuk
Kentang,Sayur,Suhu Ruang,1.0,0.6,Busuk
Apel,Buah,Suhu Ruang,0.0,0.5,Busuk
Wortel,Daging,Suhu Ruang,0.0,1.0,Busuk
Anggur,Buah,Pembeku,3.0,35.0,Mentah
Mangga,Buah,Pendingin,2539.0,8561.5,Mentah
,Sayur,Pembeku,2.0,27.0,Segar
Timun,Sayur,Suhu Ruang,2.0,0.8,Busuk
Jeruk,Buah,Pendingin,1.0,5.3,Terlalu Matang
Apel,Buah,Suhu Ruang,1.0,3.7,Terlalu Matang
Pisang,Buah,Suhu Ruang,1044.0,3050.1,Mentah
Jeruk,Buah,Suhu Ruang,3471.0,8111.2,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1.0,3.2,Terlalu Matang
Anggur,Buah,Pembeku,9999.0,1021.3,N/A
Apel,Buah,Suhu Ruang,1.0,1.1,Busuk
,,Pendingin,,27.4,Mentah
Timun,Sayur,Pembeku,2.0,1.2,Busuk
Apel,Buah,Pendingin,1.0,1.6,Busuk
Timun,Sayur,Pembeku,1.0,5.5,Busuk
Anggur,Buah,Pendingin,1.0,1.2,Busuk
Apel,Buah,Pendingin,4.0,30.8,Mentah
Tomat,Sayur,Pembeku,4.0,25.9,Segar
Kentang,Sayur,Pembeku,6.0,39.6,Segar
Timun,Sayur,Suhu Ruang,2.0,0.8,Busuk
Timun,Sayur,Pendingin,0.0,0.7,Busuk
Jeruk,Buah,Pembeku,2.0,18.7,Terlalu Matang
Jeruk,Buah,Pendingin,1.0,19.7,Mentah
Jeruk,Buah,Lemari,1.0,10.2,Terlalu Matang
Timun,??,Pendingin,6.0,23.6,Segar
Pisang,Buah,,,0.7,Busuk
Pisang,Buah,Pendingin,5.0,22.0,Mentah
Kentang,Sayur,Pendingin,4.0,34.4,Segar
Tomat,Sayur,Suhu Ruang,3.0,8.7,Segar
Wortel,Sayur,Pendingin,0.0,4.9,Busuk
Anggur,Buah,Pembeku,3.0,10.1,Terlalu Matang
Cabe,Sayur,,0.0,,Busuk
Cabe,Sayur,Pembeku,2.0,5.3,Busuk
Wortel,Sayur,Pembeku,2.0,3.4,Busuk
Anggur,Buah,Pendingin,5.0,13.6,Matang
Cabe,Sayur,Suhu Ruang,2.0,0.2,Busuk
Tomat,Sayur,Pembeku,5.0,27.3,Segar
Mangga,Buah,Suhu Ruang,3.0,4.9,Matang
Wortel,Sayur,Suhu Ruang,1.0,2.4,Busuk
Wortel,Sayur,Suhu Ruang,0.0,6.9,Segar
Jeruk,Buah,Pendingin,1.0,28.3,Mentah
Pisang,Buah,Suhu Ruang,3.0,2.4,Terlalu Matang
Mangga,Buah,Pendingin,5.0,10.3,Matang
Kentang,Sayur,Suhu Ruang,3.0,15.4,Segar
Timun,N/A,Pendingin,1.0,1.1,Busuk
Jeruk,Buah,Suhu Ruang,6.0,10.6,Mentah
Cabe,Sayur,Pendingin,2.0,2.8,Busuk
Anggur,Buah,Pendingin,1.0,1.5,Busuk
Wortel,N/A,Pendingin,1.0,4.2,Busuk
Timun,Sayur,Pendingin,2.0,0.8,Busuk
Cabe,Sayur,Suhu Ruang,0.0,0.0,Busuk
Pisang,Buah,Suhu Ruang,0.0,8.1,Mentah
Kentang,Sayur,Pendingin,1000.0,1061.6,Segar
Apel,Buah,Suhu Ruang,1.0,9.1,Matang
Cabe,Sayur,Pendingin,1.0,22.9,Segar
Jeruk,Buah,Pembeku,0.0,2.8,Busuk
Apel,Buah,Pembeku,1.0,10.4,Terlalu Matang
Anggur,Buah,Suhu Ruang,-678.0,-350.2,Terlalu Matang
Pisang,Buah,Pendingin,2.0,15.0,Matang
Pisang,Buah,Suhu Ruang,2.0,5.8,Matang
Tomat,Sayur,Suhu Ruang,0.0,0.3,Busuk
Jeruk,Buah,Suhu Ruang,3.0,9.0,Matang
Pisang,Buah,Suhu Ruang,3.0,1.8,Terlalu Matang
Timun,Sayur,Suhu Ruang,1000.0,2400.8,Busuk
Mangga,Buah,Suhu Ruang,1.0,0.2,Busuk
Pisang,Buah,Suhu Ruang,0.0,0.1,Busuk
Wortel,Sayur,Suhu Ruang,4.0,15.7,Segar
Pisang,Buah,Pembeku,5127.0,8645.8,Terlalu Matang
Wortel,Sayur,Suhu Ruang,0.0,2.3,Busuk
Cabe,Sayur,Pembeku,2.0,2.5,Busuk
Apel,Buah,Pembeku,1.0,28.4,Matang
Cabe,Sayur,Pembeku,1.0,0.9,Busuk
Tomat,Sayur,Pembeku,-5.0,3522.8,Segar
Anggur,Buah,,0.0,263.3,null
Timun,Sayur,Pendingin,4.0,24.1,Segar
Kentang,,Suhu Ruang,2.0,0.0,Busuk
Timun,,,,33.9,Segar
Anggur,Buah,Suhu Ruang,0.0,9.8,Matang
Jeruk,Buah,Gudang,4.0,32.9,Mentah
Anggur,Buah,Suhu Ruang,1.0,0.6,Busuk
Apel,Buah,Pendingin,1.0,8.0,Terlalu Matang
Cabe,Sayur,Pendingin,6.0,27.7,Segar
,Buah,Pembeku,0.0,,
Kentang,Sayur,Pendingin,0.0,2.0,Busuk
Timun,Sayur,Pembeku,0.0,2.4,Busuk
Apel,Buah,Suhu Ruang,0.0,0.5,Busuk
Timun,Sayur,Suhu Ruang,6.0,5.7,Segar
Tomat,Sayur,Pendingin,1.0,2.8,Busuk
Jeruk,Buah,Pembeku,,30.3,Matang
Cabe,Sayur,Pendingin,2.0,3.1,Busuk
,Buah,Suhu Ruang,0.0,,
Tomat,Sayur,Suhu Ruang,1.0,1.3,Busuk
Kentang,Sayur,Pembeku,0.0,8.1,Busuk
Timun,Sayur,Pendingin,3.0,9.8,Segar
Kentang,Sayur,Pendingin,0.0,1.5,Busuk
Jeruk,Buah,Pendingin,7934.0,801.4,Matang
Wortel,Sayur,Pendingin,1.0,3.6,Busuk
Timun,Sayur,Suhu Ruang,5.0,11.5,Segar
Timun,Sayur,Pendingin,1.0,1.6,Busuk
Tomat,Sayur,Suhu Ruang,2.0,1.4,Busuk
Mangga,Buah,Suhu Ruang,2.0,2.0,Terlalu Matang
Pisang,Buah,Suhu Ruang,2.0,2.9,Terlalu Matang
Apel,Buah,Pendingin,0.0,15.9,Matang
Cabe,Sayur,Suhu Ruang,2.0,1.7,Busuk
Mangga,N/A,Suhu Ruang,2.0,6.6,Matang
Mangga,Buah,Suhu Ruang,3.0,3.4,Terlalu Matang
Wortel,Sayur,,1.0,,
Pisang,Buah,Pendingin,4.0,20.2,Mentah
Pisang,Buah,Pendingin,1.0,5.4,Terlalu Matang
Apel,Buah,Pembeku,0.0,2.0,Busuk
Kentang,Sayur,Pembeku,0.0,11.0,Busuk
Kentang,,Suhu Ruang,1.0,1.2,Busuk
,Sayur,Suhu Ruang,0.0,0.9,Busuk
Cabe,Sayur,Pembeku,0.0,7.7,Busuk
Apel,Buah,,3.0,,
Kentang,Sayur,Pendingin,0.0,1.0,Busuk
Tomat,Sayur,Pembeku,,4.6,Busuk
Jeruk,Buah,Suhu Ruang,5.0,10.7,Matang
Pisang,,Pembeku,0.0,31.2,Mentah
Kentang,Sayur,Pembeku,2.0,34.9,Segar
Kentang,Sayur,Suhu Ruang,1.0,0.8,Busuk
Apel,Buah,Pendingin,5.0,19.5,Matang
,Sayur,Pembeku,9999.0,477.3,
Timun,Sayur,Suhu Ruang,-894.0,-919.0,Segar
Timun,Sayur,Pembeku,0.0,3.3,Busuk
Anggur,Buah,Pendingin,1.0,6.0,Terlalu Matang
Tomat,Sayur,Pendingin,0.0,17.2,Segar
Mangga,Buah,Suhu Ruang,0.0,0.9,Busuk
Tomat,Sayur,Suhu Ruang,4.0,6.0,Segar
Wortel,Sayur,Pembeku,2.0,7.2,Busuk
Pisang,Buah,Pembeku,6.0,25.4,Mentah
Kentang,Sayur,Pendingin,2.0,5.5,Busuk
Anggur,Buah,Suhu Ruang,1.0,6.6,Matang
Apel,Buah,Suhu Ruang,1.0,16.2,Mentah
Kentang,Sayur,Suhu Ruang,9999.0,68.3,null
Pisang,Buah,Pendingin,5.0,8.6,Matang
Kentang,Sayur,Pendingin,2.0,5.5,Busuk
Jeruk,Buah,Pembeku,4.0,38.3,Mentah
Jeruk,Buah,Suhu Ruang,4.0,11.2,Matang
Cabe,Sayur,Suhu Ruang,2.0,5.8,Segar
Mangga,Buah,Suhu Ruang,1.0,0.3,Busuk
Mangga,Buah,Pendingin,1.0,0.8,Busuk
Jeruk,Buah,Pendingin,-645.0,-844.0,Terlalu Matang
Pisang,Buah,Suhu Ruang,5.0,6.9,Mentah
Apel,??,Pembeku,5.0,29.8,Matang
Mangga,Buah,Pendingin,1.0,0.9,Busuk
Jeruk,Buah,Pembeku,1.0,2.9,Busuk
Cabe,Sayur,Suhu Ruang,0.0,7.2,Segar
Kentang,Sayur,Suhu Ruang,1.0,2.1,Busuk
Timun,Sayur,Pendingin,0.0,20.5,Segar
Apel,Buah,Suhu Ruang,0.0,13.9,
Wortel,Sayur,Suhu Ruang,2.0,0.9,Busuk
Kentang,Sayur,Pembeku,2.0,5.1,Busuk
