nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label,cara_simpan
Ubi Jalar,Sayuran Akar,Suhu Ruang,0,14,Segar,Simpan Ubi Jalar di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pepaya,Buah Tropis,Suhu Ruang,3,-20,Segera,Letakkan Pepaya di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Kiwi,Sayuran Akar,Suhu Ruang,5,-20,Kadaluwarsa,Simpan Kiwi di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Paprika,Cabai & Paprika,Suhu Ruang,1,4,Segar,Simpan Paprika di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Bawang Putih,Sayuran Akar,Pendingin,60,15,Segar,Bungkus Bawang Putih dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Seledri,Sayuran Hijau,Pembeku,26,-5,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Ubi Jalar,Sayuran Akar,Pembeku,27,37,Segar,Pastikan Ubi Jalar sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Rawit,Cabai & Paprika,Suhu Ruang,2,37,Segera,Simpan Cabai Rawit di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Melon,Buah Tropis,Suhu Ruang,0,5,Segar,Letakkan Melon di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
RaspBuah Beri,Buah Beri,Pembeku,23,-2,Kadaluwarsa,Pastikan RaspBuah Beri sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Merah,Cabai & Paprika,Suhu Ruang,1,4,Segar,Simpan Cabai Merah di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Lemon,Buah Sitrus,Pembeku,26,-5,Kadaluwarsa,Pastikan Lemon sudah bersih dan kering sebelum dibekukan di freezer.
Seledri,Sayuran Hijau,Pembeku,14,7,Segar,Simpan Seledri dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Singkong,Sayuran Akar,Suhu Ruang,0,3,Segera,Simpan Singkong di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Apel,Buah Iklim Sedang,Pembeku,27,37,Segar,Simpan Apel dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Tomat,Buah Tropis,Suhu Ruang,3,2,Segera,Pastikan Tomat berada di area kering agar tidak cepat lembap dan busuk.
Jahe,Sayuran Akar,Suhu Ruang,2,12,Segar,Simpan Jahe di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Wortel,Sayuran Akar,Suhu Ruang,5,0,Kadaluwarsa,Simpan Wortel di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Jeruk,Buah Sitrus,Suhu Ruang,9,-2,Kadaluwarsa,Letakkan Jeruk di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Lemon,Buah Sitrus,Suhu Ruang,4,3,Segera,Simpan Lemon di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Nanas,Buah Tropis,Pendingin,2,5,Segar,Simpan Nanas di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kentang,Sayuran Akar,Suhu Ruang,14,0,Kadaluwarsa,Simpan Kentang di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kangkung,Sayuran Hijau,Suhu Ruang,1,0,Kadaluwarsa,Simpan Kangkung di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Cabai Rawit,Cabai & Paprika,Suhu Ruang,3,1,Segera,Pastikan Cabai Rawit berada di area kering agar tidak cepat lembap dan busuk.
Pakcoy,Sayuran Hijau,Suhu Ruang,0,1,Segera,Letakkan Pakcoy di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Jahe,Sayuran Akar,Pembeku,5,37,Segar,Pastikan Jahe sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Rawit,Sayuran Akar,Pendingin,7,3,Segera,Gunakan wadah tertutup saat menyimpan Cabai Rawit di rak kulkas.
Jahe,Sayuran Akar,Pendingin,28,2,Segera,Bungkus Jahe dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pisang,Buah Tropis,Pembeku,31,-1,Kadaluwarsa,Pastikan Pisang sudah bersih dan kering sebelum dibekukan di freezer.
Kentang,Sayuran Akar,Suhu Ruang,17,-3,Kadaluwarsa,Simpan Kentang di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Cabai Rawit,Cabai & Paprika,Suhu Ruang,0,4,Segar,Letakkan Cabai Rawit di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Anggur,Buah Iklim Sedang,Pendingin,4,3,Segera,Simpan Anggur di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Stroberi,Buah Beri,Pendingin,5,0,Kadaluwarsa,Bungkus Stroberi dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Alpukat,Buah Tropis,Pendingin,,2,Segera,Gunakan wadah tertutup saat menyimpan Alpukat di rak kulkas.
Cabai Merah,Cabai & Paprika,Pendingin,11,3,Segera,Bungkus Cabai Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Tomat,Buah Tropis,Pembeku,31,29,Segar,Simpan Tomat dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kentang,Sayuran Akar,Suhu Ruang,2,12,Segar,Simpan Kentang di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kunyit,Sayuran Akar,Suhu Ruang,0,14,Segar,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Brokoli,Sayuran Hijau,Pendingin,4,6,Segar,Bungkus Brokoli dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
RaspBuah Beri,Buah Beri,Pembeku,4,17,Segar,Pastikan RaspBuah Beri sudah bersih dan kering sebelum dibekukan di freezer.
Bayam,Sayuran Hijau,Pendingin,0,5,Segar,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pear,Buah Iklim Sedang,Pembeku,57,3,Segera,Pastikan Pear sudah bersih dan kering sebelum dibekukan di freezer.
Tomat,Buah Tropis,Pendingin,16,-2,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Tomat di rak kulkas.
Mangga,Buah Tropis,Suhu Ruang,0,5,Segar,Letakkan Mangga di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Wortel,Sayuran Akar,Pendingin,3,18,Segar,Gunakan wadah tertutup saat menyimpan Wortel di rak kulkas.
Bawang Merah,Sayuran Akar,Pendingin,60,-18,Kadaluwarsa,Simpan Bawang Merah di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Ubi Jalar,Sayuran Akar,Pembeku,47,37,Segar,Simpan Ubi Jalar dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Bali,Buah Sitrus,Pembeku,29,31,Segar,Pastikan Jeruk Bali sudah bersih dan kering sebelum dibekukan di freezer.
Selada,Sayuran Hijau,Pembeku,5,2,Segera,Pastikan Selada sudah bersih dan kering sebelum dibekukan di freezer.
Pisang,Buah Tropis,Suhu Ruang,1,2,Segera,Pastikan Pisang berada di area kering agar tidak cepat lembap dan busuk.
Anggur,Buah Iklim Sedang,Pembeku,22,8,Segar,Simpan Anggur dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Stroberi,Buah Beri,Pembeku,9,21,Segar,Pastikan Stroberi sudah bersih dan kering sebelum dibekukan di freezer.
Kol,Sayuran Hijau,Pendingin,17,-3,Kadaluwarsa,Bungkus Kol dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pakcoy,Sayuran Hijau,Pendingin,1,4,Segar,Bungkus Pakcoy dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Brokoli,Sayuran Hijau,Pendingin,6,4,Segar,Bungkus Brokoli dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Ubi Jalar,Sayuran Akar,Pendingin,36,-6,Kadaluwarsa,Bungkus Ubi Jalar dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pakcoy,Sayuran Hijau,Suhu Ruang,60,0,Kadaluwarsa,Pastikan Pakcoy berada di area kering agar tidak cepat lembap dan busuk.
Pisang,Buah Tropis,Suhu Ruang,2,1,Segera,Simpan Pisang di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Mangga,Buah Tropis,Pembeku,27,3,Segera,Pastikan Mangga sudah bersih dan kering sebelum dibekukan di freezer.
Apel,Sayuran Akar,Pembeku,60,-20,Kadaluwarsa,Simpan Apel dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Lemon,Sayuran Akar,Pendingin,3,18,Segar,Simpan Lemon di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kentang,Sayuran Akar,Pendingin,0,30,Segar,Bungkus Kentang dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Apel,Buah Iklim Sedang,Pembeku,51,37,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Apel tetap awet.
Brokoli,Sayuran Hijau,Suhu Ruang,2,0,Kadaluwarsa,Letakkan Brokoli di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Jeruk,Buah Sitrus,Pendingin,12,9,Segar,Gunakan wadah tertutup saat menyimpan Jeruk di rak kulkas.
Mangga,Sayuran Akar,Pembeku,5,25,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Mangga tetap awet.
Kangkung,Sayuran Hijau,Suhu Ruang,0,1,Segera,Pastikan Kangkung berada di area kering agar tidak cepat lembap dan busuk.
Lemon,Buah Sitrus,Pembeku,59,1,Segera,Simpan Lemon dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kangkung,Sayuran Hijau,Pembeku,24,6,Segar,Pastikan Kangkung sudah bersih dan kering sebelum dibekukan di freezer.
Semangka,Sayuran Akar,Pembeku,21,9,Segar,Simpan Semangka dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Nanas,Buah Tropis,Suhu Ruang,1,2,Segera,Letakkan Nanas di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Seledri,Sayuran Hijau,Pendingin,1,6,Segar,Bungkus Seledri dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Bawang Putih,Sayuran Akar,Pembeku,54,37,Segar,Simpan Bawang Putih dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Nipis,Sayuran Akar,Pendingin,9,5,Segar,Simpan Jeruk Nipis di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
BlueBuah Beri,Buah Beri,Pendingin,7,0,Kadaluwarsa,Simpan BlueBuah Beri di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Apel,Buah Iklim Sedang,Suhu Ruang,6,1,Segera,Simpan Apel di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Jeruk Nipis,Buah Sitrus,Pendingin,10,4,Segar,Bungkus Jeruk Nipis dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Selada,Sayuran Hijau,Pendingin,5,2,Segera,Bungkus Selada dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Nanas,Buah Tropis,Suhu Ruang,5,0,Kadaluwarsa,Pastikan Nanas berada di area kering agar tidak cepat lembap dan busuk.
RaspBuah Beri,Buah Beri,Pembeku,1,1,Segera,Gunakan wadah khusus freezer untuk menjaga nutrisi RaspBuah Beri tetap awet.
Selada,Sayuran Hijau,Pembeku,8,22,Segar,Simpan Selada dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Bali,Buah Sitrus,Pendingin,10,20,Segar,Gunakan wadah tertutup saat menyimpan Jeruk Bali di rak kulkas.
Singkong,Sayuran Akar,Pendingin,0,7,Segar,Bungkus Singkong dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Cabai Merah,Cabai & Paprika,Pembeku,55,5,Segar,Simpan Cabai Merah dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jahe,Sayuran Akar,Suhu Ruang,7,7,Segar,Simpan Jahe di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pisang,Buah Tropis,Suhu Ruang,,2,Segera,Pastikan Pisang berada di area kering agar tidak cepat lembap dan busuk.
Kunyit,Sayuran Akar,Pendingin,15,15,Segar,Gunakan wadah tertutup saat menyimpan Kunyit di rak kulkas.
Jeruk Nipis,Buah Sitrus,Pembeku,21,37,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Nipis tetap awet.
Mangga,Buah Tropis,Pembeku,9,21,Segar,Simpan Mangga dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Semangka,Sayuran Akar,Pembeku,31,-1,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Semangka tetap awet.
BlueBuah Beri,Buah Beri,Pendingin,6,1,Segera,Gunakan wadah tertutup saat menyimpan BlueBuah Beri di rak kulkas.
Semangka,Buah Tropis,Pendingin,9,1,Segera,Simpan Semangka di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Pear,Buah Iklim Sedang,Pendingin,9,5,Segar,Gunakan wadah tertutup saat menyimpan Pear di rak kulkas.
Kentang,Sayuran Akar,Pendingin,10,20,Segar,Gunakan wadah tertutup saat menyimpan Kentang di rak kulkas.
Kunyit,Sayuran Akar,Pembeku,60,-3,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Kunyit tetap awet.
Ubi Jalar,Sayuran Akar,Suhu Ruang,3,11,Segar,Simpan Ubi Jalar di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pear,Buah Iklim Sedang,Pembeku,34,26,Segar,Simpan Pear dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kol,Sayuran Hijau,Suhu Ruang,0,3,Segera,Pastikan Kol berada di area kering agar tidak cepat lembap dan busuk.
Nanas,Buah Tropis,Suhu Ruang,4,1,Segera,Simpan Nanas di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Wortel,Sayuran Akar,Pembeku,60,-11,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Wortel tetap awet.
Anggur,Sayuran Akar,Pendingin,6,1,Segera,Simpan Anggur di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Seledri,Sayuran Hijau,Pembeku,25,-4,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Alpukat,Buah Tropis,Suhu Ruang,1,2,Segera,Simpan Alpukat di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Pepaya,Buah Tropis,Suhu Ruang,2,2,Segera,Simpan Pepaya di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Jeruk Bali,Buah Sitrus,Pendingin,37,-7,Kadaluwarsa,Simpan Jeruk Bali di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Stroberi,Buah Beri,Pembeku,25,5,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Stroberi tetap awet.
Pepaya,Buah Tropis,Pembeku,2,5,Segar,Simpan Pepaya dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Nipis,Buah Sitrus,Pendingin,6,8,Segar,Gunakan wadah tertutup saat menyimpan Jeruk Nipis di rak kulkas.
Jeruk,Buah Sitrus,Pendingin,25,-4,Kadaluwarsa,Simpan Jeruk di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Melon,Buah Tropis,Pembeku,11,19,Segar,Simpan Melon dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Melon,Buah Tropis,Pembeku,,22,Segar,Pastikan Melon sudah bersih dan kering sebelum dibekukan di freezer.
Bayam,Sayuran Hijau,Pendingin,2,3,Segera,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
RaspBuah Beri,Buah Beri,Pembeku,9,12,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi RaspBuah Beri tetap awet.
Jeruk Bali,Buah Sitrus,Pembeku,5,37,Segar,Pastikan Jeruk Bali sudah bersih dan kering sebelum dibekukan di freezer.
Tomat,Buah Tropis,Pendingin,18,-4,Kadaluwarsa,Simpan Tomat di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
BlueBuah Beri,Buah Beri,Pembeku,19,11,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi BlueBuah Beri tetap awet.
Jeruk Bali,Buah Sitrus,Pendingin,21,9,Segar,Simpan Jeruk Bali di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk,Buah Sitrus,Suhu Ruang,5,2,Segera,Letakkan Jeruk di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Pepaya,Buah Tropis,Pendingin,5,2,Segera,Bungkus Pepaya dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Alpukat,Buah Tropis,Pendingin,,7,Segar,Bungkus Alpukat dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pakcoy,Sayuran Akar,Suhu Ruang,0,1,Segera,Simpan Pakcoy di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Bawang Putih,Sayuran Akar,Pembeku,18,37,Segar,Pastikan Bawang Putih sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Rawit,Cabai & Paprika,Pembeku,52,8,Segar,Pastikan Cabai Rawit sudah bersih dan kering sebelum dibekukan di freezer.
Pepaya,Buah Tropis,Pembeku,3,1,Segera,Pastikan Pepaya sudah bersih dan kering sebelum dibekukan di freezer.
Seledri,Sayuran Hijau,Pembeku,6,15,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Pear,Buah Iklim Sedang,Pembeku,35,25,Segar,Pastikan Pear sudah bersih dan kering sebelum dibekukan di freezer.
Melon,Buah Tropis,Pembeku,30,0,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Melon tetap awet.
Pear,Buah Iklim Sedang,Pembeku,60,-2,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Pear tetap awet.
Pear,Buah Iklim Sedang,Suhu Ruang,6,-1,Kadaluwarsa,Letakkan Pear di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Semangka,Buah Tropis,Pembeku,34,-4,Kadaluwarsa,Pastikan Semangka sudah bersih dan kering sebelum dibekukan di freezer.
Kol,Sayuran Hijau,Pembeku,27,3,Segera,Simpan Kol dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Stroberi,Buah Beri,Pendingin,4,1,Segera,Bungkus Stroberi dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kangkung,Sayuran Hijau,Pendingin,,1,Segera,Bungkus Kangkung dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Brokoli,Sayuran Hijau,Pendingin,9,1,Segera,Bungkus Brokoli dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Singkong,Sayuran Akar,Pembeku,15,15,Segar,Pastikan Singkong sudah bersih dan kering sebelum dibekukan di freezer.
Anggur,Buah Iklim Sedang,Pembeku,5,25,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Anggur tetap awet.
Apel,Buah Iklim Sedang,Pendingin,25,-20,Kadaluwarsa,Bungkus Apel dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
RaspBuah Beri,Buah Beri,Pendingin,2,3,Segera,Simpan RaspBuah Beri di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Cabai Merah,Cabai & Paprika,Pendingin,3,11,Segar,Simpan Cabai Merah di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Bawang Putih,Sayuran Akar,Pendingin,48,37,Segar,Simpan Bawang Putih di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kunyit,Sayuran Akar,Pendingin,14,16,Segar,Gunakan wadah tertutup saat menyimpan Kunyit di rak kulkas.
Jeruk,Buah Sitrus,Pembeku,50,10,Segar,Simpan Jeruk dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Bawang Merah,Sayuran Akar,Pendingin,,-10,Kadaluwarsa,Bungkus Bawang Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Selada,Sayuran Hijau,Pendingin,1,6,Segar,Bungkus Selada dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Cabai Merah,Cabai & Paprika,Suhu Ruang,4,1,Segera,Letakkan Cabai Merah di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Melon,Buah Tropis,Suhu Ruang,4,1,Segera,Pastikan Melon berada di area kering agar tidak cepat lembap dan busuk.
Pepaya,Buah Tropis,Pembeku,39,-9,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Pepaya tetap awet.
Paprika,Cabai & Paprika,Pendingin,14,0,Kadaluwarsa,Simpan Paprika di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Paprika,Cabai & Paprika,Pendingin,,1,Segera,Simpan Paprika di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Singkong,Sayuran Akar,Suhu Ruang,3,0,Kadaluwarsa,Simpan Singkong di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Brokoli,Sayuran Hijau,Pendingin,10,0,Kadaluwarsa,Bungkus Brokoli dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Jahe,Sayuran Akar,Suhu Ruang,3,11,Segar,Simpan Jahe di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Jeruk Bali,Buah Sitrus,Pendingin,31,-1,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Jeruk Bali di rak kulkas.
Bayam,Sayuran Hijau,Pembeku,,27,Segar,Simpan Bayam dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Apel,Buah Iklim Sedang,Pembeku,43,37,Segar,Simpan Apel dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Stroberi,Buah Beri,Pendingin,3,2,Segera,Gunakan wadah tertutup saat menyimpan Stroberi di rak kulkas.
Cabai Merah,Cabai & Paprika,Pendingin,8,6,Segar,Bungkus Cabai Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kol,Sayuran Hijau,Pembeku,1,5,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Kol tetap awet.
Kunyit,Sayuran Akar,Suhu Ruang,5,9,Segar,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Melon,Buah Tropis,Pembeku,17,13,Segar,Simpan Melon dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jahe,Sayuran Akar,Pembeku,6,24,Segar,Pastikan Jahe sudah bersih dan kering sebelum dibekukan di freezer.
Jeruk,Buah Sitrus,Pendingin,5,9,Segar,Bungkus Jeruk dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lemon,Buah Sitrus,Pembeku,44,16,Segar,Pastikan Lemon sudah bersih dan kering sebelum dibekukan di freezer.
Bawang Merah,Sayuran Akar,Pembeku,14,16,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Bawang Merah tetap awet.
Nanas,Buah Tropis,Pembeku,11,19,Segar,Simpan Nanas dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Pisang,Buah Tropis,Pembeku,39,-9,Kadaluwarsa,Simpan Pisang dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Bayam,Sayuran Hijau,Pendingin,6,-1,Kadaluwarsa,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Cabai Rawit,Cabai & Paprika,Pendingin,10,0,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Cabai Rawit di rak kulkas.
Brokoli,Sayuran Hijau,Pendingin,12,-2,Kadaluwarsa,Bungkus Brokoli dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Kiwi,Buah Iklim Sedang,Pembeku,60,-12,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Kiwi tetap awet.
Kunyit,Sayuran Akar,Pembeku,60,17,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Kunyit tetap awet.
Semangka,Buah Tropis,Suhu Ruang,9,-2,Kadaluwarsa,Pastikan Semangka berada di area kering agar tidak cepat lembap dan busuk.
Tomat,Sayuran Akar,Pendingin,10,4,Segar,Bungkus Tomat dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Semangka,Buah Tropis,Pendingin,2,8,Segar,Gunakan wadah tertutup saat menyimpan Semangka di rak kulkas.
Jahe,Sayuran Akar,Pendingin,0,30,Segar,Gunakan wadah tertutup saat menyimpan Jahe di rak kulkas.
Paprika,Cabai & Paprika,Pembeku,49,11,Segar,Simpan Paprika dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Pear,Buah Iklim Sedang,Pendingin,1,13,Segar,Simpan Pear di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kentang,Sayuran Akar,Pembeku,40,37,Segar,Simpan Kentang dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Nanas,Sayuran Akar,Suhu Ruang,2,3,Segera,Simpan Nanas di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Mangga,Buah Tropis,Pembeku,23,7,Segar,Pastikan Mangga sudah bersih dan kering sebelum dibekukan di freezer.
Stroberi,Sayuran Akar,Suhu Ruang,0,2,Segera,Simpan Stroberi di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
